season,team,player,nation,pos,age,born,90s,Tackles_Tkl,Tackles_TklW,Tackles_Def 3rd,Tackles_Mid 3rd,Tackles_Att 3rd,Challenges_Tkl,Challenges_Att,Challenges_Tkl%,Challenges_Lost,Blocks_Blocks,Blocks_Sh,Blocks_Pass,Int,Tkl+Int,Clr,Err
2425,Fulham,Alex Iwobi,NGA,FW,28-196,1996,10.5,18,11,7,8,3,6,9,66.7,3,6,0,6,4,22,13,0
2425,Fulham,Andreas Pereira,BRA,MF,28-319,1996,9.3,7,2,2,3,2,2,14,14.3,12,5,1,4,3,10,2,0
2425,Fulham,Antonee Robinson,USA,DF,27-099,1997,11.0,33,22,18,14,1,17,30,56.7,13,9,1,8,20,53,39,0
2425,Fulham,Bernd Leno,GER,GK,32-256,1992,11.0,0,0,0,0,0,0,0,,0,1,0,1,0,0,1,3
2425,Fulham,Calvin Bassey,NGA,DF,24-320,1999,11.0,12,8,8,4,0,3,5,60.0,2,17,10,7,4,16,36,2
2425,Fulham,Emile Smith Rowe,ENG,MF,24-110,2000,8.8,17,11,5,5,7,4,10,40.0,6,7,0,7,7,24,5,0
2425,Fulham,Harrison Reed,ENG,MF,29-293,1995,0.7,5,2,2,2,1,0,2,0.0,2,1,0,1,1,6,2,0
2425,Fulham,Harry Wilson,WAL,"FW,MF",27-238,1997,0.9,1,1,1,0,0,0,1,0.0,1,1,0,1,0,1,1,0
2425,Fulham,Issa Diop,FRA,DF,27-311,1997,4.4,8,5,5,3,0,3,5,60.0,2,4,3,1,1,9,19,0
2425,Fulham,Jay Stansfield,ENG,MF,21-357,2002,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
2425,Fulham,Joachim Andersen,DEN,DF,28-168,1996,6.7,6,3,6,0,0,4,7,57.1,3,7,5,2,11,17,42,0
2425,Fulham,Jorge Cuenca,ESP,DF,24-364,1999,0.0,1,1,1,0,0,1,1,100.0,0,0,0,0,0,1,1,0
2425,Fulham,Kenny Tete,NED,DF,29-037,1995,10.6,30,18,12,10,8,11,20,55.0,9,16,6,10,21,51,28,0
2425,Fulham,Raúl Jiménez,MEX,FW,33-194,1991,7.4,10,5,1,6,3,2,7,28.6,5,5,1,4,4,14,5,2
2425,Fulham,Reiss Nelson,ENG,FW,24-341,1999,3.2,4,2,2,1,1,2,8,25.0,6,9,0,9,0,4,0,0
2425,Fulham,Rodrigo Muniz,BRA,FW,23-195,2001,3.6,0,0,0,0,0,0,0,,0,1,1,0,1,1,4,0
2425,Fulham,Sander Berge,NOR,MF,26-275,1998,5.8,14,8,6,6,2,5,8,62.5,3,10,4,6,12,26,5,0
2425,Fulham,Saša Lukić,SRB,MF,28-094,1996,6.1,12,6,6,5,1,3,15,20.0,12,6,3,3,8,20,6,0
2425,Fulham,Timothy Castagne,BEL,DF,28-346,1995,0.4,4,2,2,2,0,3,4,75.0,1,0,0,0,0,4,2,0
2425,Fulham,Tom Cairney,SCO,MF,33-300,1991,1.4,4,1,1,1,2,1,2,50.0,1,1,0,1,2,6,0,0
2425,Ipswich Town,Ali Al Hamadi,IRQ,FW,22-259,2002,0.4,1,0,0,0,1,0,1,0.0,1,0,0,0,0,1,2,0
2425,Ipswich Town,Arijanet Muric,KVX,GK,26-008,1998,10.0,0,0,0,0,0,0,2,0.0,2,0,0,0,0,0,5,3
2425,Ipswich Town,Axel Tuanzebe,COD,DF,27-001,1997,6.7,15,9,11,1,3,8,12,66.7,4,7,3,4,10,25,21,0
2425,Ipswich Town,Ben Johnson,ENG,"DF,FW",24-296,2000,4.5,18,9,13,5,0,12,18,66.7,6,6,2,4,8,26,8,0
2425,Ipswich Town,Cameron Burgess,AUS,DF,29-025,1995,4.0,2,2,2,0,0,0,0,,0,4,3,1,5,7,31,1
2425,Ipswich Town,Chiedozie Ogbene,IRL,FW,27-198,1997,2.6,7,3,1,2,4,2,4,50.0,2,1,0,1,1,8,3,0
2425,Ipswich Town,Christian Walton,ENG,GK,29-006,1995,1.0,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,0,0
2425,Ipswich Town,Conor Chaplin,ENG,"MF,FW",27-273,1997,3.1,5,3,3,2,0,3,6,50.0,3,4,0,4,2,7,1,0
2425,Ipswich Town,Conor Townsend,ENG,MF,31-256,1993,0.0,1,1,1,0,0,0,0,,0,0,0,0,0,1,0,0
2425,Ipswich Town,Dara O'Shea,IRL,DF,25-256,1999,7.7,8,5,5,3,0,3,5,60.0,2,17,15,2,13,21,45,1
2425,Ipswich Town,George Edmundson,ENG,DF,27-076,1997,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
2425,Ipswich Town,George Hirst,ENG,FW,25-274,1999,2.0,1,1,1,0,0,0,1,0.0,1,0,0,0,0,1,4,0
2425,Ipswich Town,Harry Clarke,ENG,DF,23-258,2001,1.1,2,2,2,0,0,2,3,66.7,1,1,1,0,1,3,4,0
2425,Ipswich Town,Jack Clarke,ENG,FW,23-358,2000,4.0,10,6,3,6,1,4,11,36.4,7,3,0,3,2,12,6,0
2425,Ipswich Town,Jack Taylor,IRL,MF,26-145,1998,1.5,1,0,0,1,0,1,5,20.0,4,1,0,1,2,3,7,0
2425,Ipswich Town,Jacob Greaves,ENG,DF,24-064,2000,7.0,14,6,6,8,0,7,11,63.6,4,8,6,2,8,22,41,1
2425,Ipswich Town,Jens Cajuste,SWE,MF,25-097,1999,3.0,6,3,1,4,1,2,6,33.3,4,8,1,7,2,8,4,0
2425,Ipswich Town,Kalvin Phillips,ENG,MF,28-349,1995,6.0,14,6,4,9,1,8,18,44.4,10,16,3,13,7,21,11,1
2425,Ipswich Town,Leif Davis,ENG,DF,24-308,2000,11.0,21,12,18,2,1,16,26,61.5,10,10,1,9,11,32,31,0
2425,Ipswich Town,Liam Delap,ENG,FW,21-281,2003,8.6,3,1,1,1,1,0,6,0.0,6,4,0,4,1,4,10,0
2425,Ipswich Town,Luke Woolfenden,ENG,DF,26-025,1998,4.2,1,1,1,0,0,0,2,0.0,2,8,3,5,8,9,22,0
2425,Ipswich Town,Marcus Harness,ENG,MF,28-265,1996,0.5,1,0,0,0,1,0,3,0.0,3,2,1,1,0,1,1,0
2425,Ipswich Town,Massimo Luongo,AUS,MF,32-051,1992,1.6,5,3,5,0,0,4,6,66.7,2,3,2,1,2,7,2,0
2425,Ipswich Town,Omari Hutchinson,ENG,"MF,FW",21-016,2003,9.7,8,4,3,3,2,5,20,25.0,15,11,1,10,5,13,4,0
2425,Ipswich Town,Sam Morsy,EGY,MF,33-066,1991,9.9,29,17,15,11,3,13,23,56.5,10,12,4,8,6,35,16,1
2425,Ipswich Town,Sammie Szmodics,IRL,"FW,MF",29-052,1995,6.0,6,4,2,3,1,2,5,40.0,3,7,1,6,4,10,6,0
2425,Ipswich Town,Wes Burns,WAL,FW,29-358,1994,4.5,5,5,0,4,1,2,5,40.0,3,3,0,3,3,8,4,2
2425,Leicester City,Abdul Fatawu Issahaku,GHA,FW,20-252,2004,6.4,21,15,13,2,6,11,19,57.9,8,7,0,7,4,25,12,0
2425,Leicester City,Bilal El Khannouss,MAR,"MF,FW",20-189,2004,2.2,3,2,1,1,1,0,1,0.0,1,0,0,0,0,3,1,0
2425,Leicester City,Bobby Reid,JAM,FW,31-287,1993,1.8,1,1,0,1,0,0,3,0.0,3,4,1,3,0,1,3,0
2425,Leicester City,Boubakary Soumaré,FRA,MF,25-262,1999,1.6,3,2,3,0,0,1,2,50.0,1,2,1,1,2,5,0,0
2425,Leicester City,Caleb Okoli,ITA,DF,23-125,2001,7.0,17,9,6,10,1,8,10,80.0,2,15,10,5,7,24,48,1
2425,Leicester City,Conor Coady,ENG,DF,31-264,1993,0.1,0,0,0,0,0,0,0,,0,2,1,1,1,1,2,0
2425,Leicester City,Facundo Buonanotte,ARG,"MF,FW",19-328,2004,8.1,22,9,7,8,7,10,29,34.5,19,19,4,15,5,27,7,0
2425,Leicester City,Hamza Choudhury,ENG,MF,27-045,1997,0.2,0,0,0,0,0,0,0,,0,0,0,0,1,1,1,0
2425,Leicester City,Harry Winks,ENG,MF,28-287,1996,9.5,12,7,6,4,2,5,13,38.5,8,10,4,6,3,15,14,0
2425,Leicester City,James Justin,ENG,DF,26-266,1998,9.9,24,14,14,7,3,12,23,52.2,11,10,2,8,14,38,46,0
2425,Leicester City,Jamie Vardy,ENG,FW,37-309,1987,9.4,3,3,2,1,0,0,2,0.0,2,1,0,1,1,4,11,0
2425,Leicester City,Jannik Vestergaard,DEN,DF,32-104,1992,4.0,6,1,3,3,0,0,1,0.0,1,3,1,2,3,9,25,1
2425,Leicester City,Jordan Ayew,GHA,"FW,MF",33-065,1991,5.5,11,5,3,6,2,2,5,40.0,3,5,0,5,4,15,2,0
2425,Leicester City,Kasey McAteer,IRL,"FW,DF",22-359,2001,0.4,4,2,4,0,0,2,3,66.7,1,4,0,4,0,4,3,0
2425,Leicester City,Mads Hermansen,DEN,GK,24-127,2000,11.0,1,1,1,0,0,1,1,100.0,0,1,0,1,0,1,7,1
2425,Leicester City,Odsonne Édouard,FRA,FW,26-304,1998,0.3,1,1,1,0,0,0,0,,0,0,0,0,0,1,1,0
2425,Leicester City,Oliver Skipp,ENG,MF,24-060,2000,4.5,4,2,1,2,1,3,4,75.0,1,7,3,4,4,8,6,0
2425,Leicester City,Ricardo Pereira,POR,DF,31-040,1993,1.6,3,2,0,1,2,1,4,25.0,3,3,1,2,1,4,0,0
2425,Leicester City,Stephy Mavididi,ENG,FW,26-168,1998,6.8,13,9,5,5,3,6,16,37.5,10,12,1,11,1,14,4,0
2425,Leicester City,Victor Bernth Kristiansen,DEN,DF,21-335,2002,9.5,31,24,22,8,1,15,26,57.7,11,17,7,10,12,43,28,0
2425,Leicester City,Wilfred Ndidi,NGA,MF,27-335,1996,10.2,36,20,21,12,3,10,21,47.6,11,25,10,15,6,42,31,0
2425,Leicester City,Wout Faes,BEL,DF,26-226,1998,11.0,17,12,14,2,1,7,19,36.8,12,25,18,7,6,23,65,2
2425,Liverpool,Alexis Mac Allister,ARG,MF,25-327,1998,8.6,26,19,8,16,2,16,31,51.6,15,20,0,20,4,30,8,0
2425,Liverpool,Alisson,BRA,GK,32-044,1992,5.9,0,0,0,0,0,0,0,,0,0,0,0,0,0,2,0
2425,Liverpool,Andrew Robertson,SCO,DF,30-249,1994,8.4,10,7,7,2,1,8,14,57.1,6,2,1,1,5,15,11,0
2425,Liverpool,Caoimhín Kelleher,IRL,GK,25-358,1998,5.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,1
2425,Liverpool,Cody Gakpo,NED,FW,25-192,1999,4.7,9,5,4,3,2,6,8,75.0,2,6,0,6,4,13,5,0
2425,Liverpool,Conor Bradley,NIR,DF,21-129,2003,1.6,1,1,1,0,0,1,5,20.0,4,0,0,0,2,3,10,0
2425,Liverpool,Curtis Jones,ENG,MF,23-290,2001,4.6,10,5,2,7,1,5,7,71.4,2,8,4,4,1,11,5,0
2425,Liverpool,Darwin Núñez,URU,FW,25-144,1999,4.7,10,8,6,2,2,2,8,25.0,6,1,0,1,1,11,5,0
2425,Liverpool,Diogo Jota,POR,FW,27-347,1996,5.5,3,1,0,2,1,2,6,33.3,4,1,0,1,3,6,3,0
2425,Liverpool,Dominik Szoboszlai,HUN,MF,24-021,2000,8.3,5,0,1,3,1,2,8,25.0,6,16,2,14,4,9,5,0
2425,Liverpool,Federico Chiesa,ITA,FW,27-021,1997,0.2,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
2425,Liverpool,Harvey Elliott,ENG,FW,21-225,2003,0.1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
2425,Liverpool,Ibrahima Konaté,FRA,DF,25-174,1999,9.8,13,9,9,3,1,8,10,80.0,2,13,5,8,4,17,44,1
2425,Liverpool,Jarell Quansah,ENG,DF,21-291,2003,0.5,2,2,1,1,0,0,0,,0,1,1,0,1,3,3,0
2425,Liverpool,Joe Gomez,ENG,DF,27-176,1997,0.6,5,4,2,3,0,5,6,83.3,1,3,2,1,1,6,3,0
2425,Liverpool,Kostas Tsimikas,GRE,DF,28-187,1996,2.6,12,7,8,2,2,6,8,75.0,2,3,1,2,3,15,6,0
2425,Liverpool,Luis Díaz,COL,FW,27-307,1997,7.2,12,7,5,6,1,5,12,41.7,7,7,0,7,3,15,4,1
2425,Liverpool,Mohamed Salah,EGY,FW,32-153,1992,10.7,7,5,2,3,2,2,3,66.7,1,1,0,1,2,9,4,0
2425,Liverpool,Ryan Gravenberch,NED,MF,22-183,2002,11.0,20,14,8,7,5,10,18,55.6,8,16,3,13,21,41,14,0
2425,Liverpool,Trent Alexander-Arnold,ENG,DF,26-039,1998,9.6,31,24,19,8,4,20,32,62.5,12,8,3,5,8,39,12,0
2425,Liverpool,Virgil van Dijk,NED,DF,33-130,1991,11.0,7,3,5,1,1,2,4,50.0,2,6,1,5,20,27,53,1
2425,Liverpool,Vitezslav Jaros,CZE,GK,23-115,2001,0.1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
2425,Liverpool,Wataru Endo,JPN,MF,31-280,1993,0.2,3,2,0,3,0,2,2,100.0,0,2,0,2,0,3,1,0
2425,Manchester City,Bernardo Silva,POR,"MF,FW",30-097,1994,9.3,8,6,0,3,5,3,12,25.0,9,7,1,6,5,13,4,1
2425,Manchester City,Ederson,BRA,GK,31-090,1993,11.0,0,0,0,0,0,0,0,,0,0,0,0,1,1,3,1
2425,Manchester City,Erling Haaland,NOR,FW,24-117,2000,11.0,2,2,0,1,1,1,1,100.0,0,3,0,3,1,3,8,0
2425,Manchester City,Jack Grealish,ENG,"FW,MF",29-066,1995,3.8,5,2,3,0,2,1,3,33.3,2,5,1,4,0,5,3,0
2425,Manchester City,Jahmai Simpson-Pusey,ENG,DF,19-011,2005,1.0,1,0,1,0,0,0,0,,0,1,1,0,0,1,2,0
2425,Manchester City,James Mcatee,ENG,FW,22-028,2002,0.0,0,0,0,0,0,0,0,,0,1,0,1,0,0,0,0
2425,Manchester City,Jeremy Doku,BEL,"FW,MF",22-172,2002,4.5,9,4,2,3,4,1,3,33.3,2,4,0,4,0,9,1,0
2425,Manchester City,John Stones,ENG,"DF,MF",30-171,1994,2.7,3,2,1,2,0,2,2,100.0,0,2,0,2,1,4,7,1
2425,Manchester City,Joško Gvardiol,CRO,DF,22-297,2002,10.5,20,14,11,5,4,10,13,76.9,3,12,5,7,15,35,27,0
2425,Manchester City,Kevin De Bruyne,BEL,MF,33-140,1991,4.1,2,1,2,0,0,0,3,0.0,3,2,0,2,2,4,0,0
2425,Manchester City,Kyle Walker,ENG,DF,34-171,1990,5.2,9,4,3,4,2,7,13,53.8,6,5,2,3,3,12,4,0
2425,Manchester City,Manuel Akanji,SUI,DF,29-119,1995,8.7,7,5,3,2,2,4,7,57.1,3,5,3,2,4,11,24,0
2425,Manchester City,Mateo Kovačić,CRO,MF,30-193,1994,9.8,22,14,5,12,5,11,25,44.0,14,11,0,11,5,27,6,0
2425,Manchester City,Matheus Nunes,POR,"MF,FW",26-080,1998,3.3,9,4,6,2,1,3,6,50.0,3,3,1,2,1,10,3,0
2425,Manchester City,Nathan Aké,NED,DF,29-271,1995,0.8,1,1,1,0,0,1,1,100.0,0,0,0,0,1,2,1,1
2425,Manchester City,Phil Foden,ENG,MF,24-171,2000,5.1,1,0,1,0,0,1,4,25.0,3,4,1,3,3,4,2,0
2425,Manchester City,Rico Lewis,ENG,"DF,MF",19-360,2004,8.6,17,8,7,8,2,5,6,83.3,1,10,2,8,7,24,20,1
2425,Manchester City,Rodri,ESP,MF,28-146,1996,0.7,2,1,1,1,0,0,0,,0,1,0,1,1,3,0,0
2425,Manchester City,Rúben Dias,POR,DF,27-185,1997,8.1,7,4,3,3,1,3,4,75.0,1,4,3,1,10,17,21,1
2425,Manchester City,Sávio,BRA,"FW,MF",20-219,2004,5.8,13,9,3,5,5,3,6,50.0,3,4,0,4,1,14,1,1
2425,Manchester City,İlkay Gündoğan,GER,MF,34-022,1990,7.0,6,3,1,4,1,3,9,33.3,6,1,0,1,3,9,8,0
2425,Manchester Utd,Alejandro Garnacho,ARG,FW,20-137,2004,7.9,12,10,4,3,5,3,11,27.3,8,4,0,4,5,17,6,1
2425,Manchester Utd,Amad Diallo,CIV,FW,22-127,2002,5.4,16,12,4,8,4,8,11,72.7,3,2,0,2,4,20,2,0
2425,Manchester Utd,André Onana,CMR,GK,28-227,1996,11.0,1,1,1,0,0,1,1,100.0,0,0,0,0,0,1,4,1
2425,Manchester Utd,Antony,BRA,FW,24-265,2000,0.3,2,0,2,0,0,1,3,33.3,2,1,0,1,1,3,0,0
2425,Manchester Utd,Bruno Fernandes,POR,"MF,FW",30-068,1994,10.3,28,19,7,15,6,10,24,41.7,14,10,1,9,8,36,13,0
2425,Manchester Utd,Casemiro,BRA,MF,32-266,1992,6.9,31,20,16,9,6,13,29,44.8,16,17,3,14,5,36,25,3
2425,Manchester Utd,Christian Eriksen,DEN,MF,32-275,1992,4.9,7,2,0,5,2,4,9,44.4,5,4,1,3,2,9,4,0
2425,Manchester Utd,Diogo Dalot,POR,DF,25-242,1999,10.6,24,18,13,9,2,11,20,55.0,9,10,5,5,18,42,25,0
2425,Manchester Utd,Harry Maguire,ENG,DF,31-255,1993,2.7,2,1,2,0,0,2,2,100.0,0,2,2,0,6,8,10,0
2425,Manchester Utd,Jonny Evans,NIR,DF,36-317,1988,2.6,7,5,4,3,0,2,3,66.7,1,2,1,1,1,8,10,0
2425,Manchester Utd,Joshua Zirkzee,NED,FW,23-177,2001,4.8,2,0,2,0,0,2,2,100.0,0,6,2,4,2,4,1,0
2425,Manchester Utd,Kobbie Mainoo,ENG,MF,19-210,2005,6.3,16,13,12,3,1,10,15,66.7,5,5,1,4,14,30,2,1
2425,Manchester Utd,Lisandro Martínez,ARG,DF,26-302,1998,9.8,22,13,15,5,2,11,19,57.9,8,11,3,8,22,44,27,1
2425,Manchester Utd,Manuel Ugarte Ribeiro,URU,MF,23-218,2001,3.1,17,11,5,10,2,6,12,50.0,6,0,0,0,4,21,4,1
2425,Manchester Utd,Marcus Rashford,ENG,FW,27-015,1997,8.4,5,3,1,1,3,3,8,37.5,5,8,0,8,3,8,5,0
2425,Manchester Utd,Mason Mount,ENG,"MF,FW",25-310,1999,1.6,5,1,2,3,0,4,5,80.0,1,3,0,3,0,5,0,0
2425,Manchester Utd,Matthijs de Ligt,NED,DF,25-095,1999,8.5,11,5,8,3,0,8,12,66.7,4,10,7,3,13,24,28,0
2425,Manchester Utd,Noussair Mazraoui,MAR,DF,27-001,1997,9.1,39,20,20,13,6,20,31,64.5,11,12,2,10,10,49,31,0
2425,Manchester Utd,Rasmus Højlund,DEN,FW,21-285,2003,4.6,1,0,0,0,1,0,1,0.0,1,2,0,2,0,1,2,0
2425,Manchester Utd,Scott McTominay,SCO,MF,27-343,1996,0.2,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,1,0
2425,Manchester Utd,Toby Collyer,ENG,MF,20-317,2004,0.5,4,3,1,3,0,2,2,100.0,0,0,0,0,0,4,1,0
2425,Manchester Utd,Victor Lindelöf,SWE,"DF,MF",30-121,1994,0.7,3,0,3,0,0,1,1,100.0,0,1,0,1,2,5,3,0
2425,Newcastle Utd,Alexander Isak,SWE,FW,25-055,1999,8.5,4,2,0,2,2,3,5,60.0,2,9,1,8,1,5,5,0
2425,Newcastle Utd,Anthony Gordon,ENG,FW,23-265,2001,9.4,12,7,7,4,1,6,11,54.5,5,10,0,10,4,16,1,1
2425,Newcastle Utd,Bruno Guimarães,BRA,MF,26-365,1997,10.9,27,15,14,9,4,12,21,57.1,9,12,4,8,12,39,11,2
2425,Newcastle Utd,Dan Burn,ENG,DF,32-190,1992,11.0,9,4,7,2,0,6,12,50.0,6,8,6,2,8,17,49,1
2425,Newcastle Utd,Emil Krafth,SWE,DF,30-105,1994,2.7,2,1,0,1,1,1,2,50.0,1,5,4,1,2,4,10,0
2425,Newcastle Utd,Fabian Schär,SUI,DF,32-331,1991,8.3,9,5,2,7,0,2,7,28.6,5,7,4,3,10,19,31,0
2425,Newcastle Utd,Harvey Barnes,ENG,FW,26-342,1997,5.5,6,4,3,2,1,2,2,100.0,0,2,0,2,4,10,5,0
2425,Newcastle Utd,Jacob Murphy,ENG,FW,29-265,1995,5.5,8,6,4,3,1,5,9,55.6,4,7,0,7,2,10,2,0
2425,Newcastle Utd,Joe Willock,ENG,"MF,FW",25-087,1999,3.7,8,5,3,4,1,5,8,62.5,3,9,1,8,2,10,2,0
2425,Newcastle Utd,Joelinton,BRA,"MF,FW",28-093,1996,10.3,28,18,11,11,6,13,23,56.5,10,14,3,11,8,36,17,1
2425,Newcastle Utd,Kieran Trippier,ENG,DF,34-057,1990,3.1,9,4,4,4,1,5,13,38.5,8,2,1,1,2,11,6,0
2425,Newcastle Utd,Lewis Hall,ENG,DF,20-068,2004,8.7,17,12,6,7,4,11,25,44.0,14,18,11,7,12,29,30,1
2425,Newcastle Utd,Lloyd Kelly,ENG,DF,26-040,1998,2.3,2,2,2,0,0,0,0,,0,4,2,2,1,3,14,0
2425,Newcastle Utd,Miguel Almirón,PAR,FW,30-279,1994,1.2,1,1,1,0,0,1,1,100.0,0,0,0,0,0,1,0,0
2425,Newcastle Utd,Nick Pope,ENG,GK,32-210,1992,11.0,0,0,0,0,0,0,0,,0,1,0,1,1,1,11,3
2425,Newcastle Utd,Sandro Tonali,ITA,MF,24-191,2000,4.6,11,7,2,9,0,4,8,50.0,4,6,3,3,10,21,5,1
2425,Newcastle Utd,Sean Longstaff,ENG,MF,27-016,1997,5.7,24,16,9,8,7,15,21,71.4,6,11,1,10,5,29,3,0
2425,Newcastle Utd,Valentino Livramento,ENG,DF,22-003,2002,7.9,15,9,11,4,0,9,14,64.3,5,13,4,9,10,25,25,1
2425,Newcastle Utd,William Osula,DEN,"FW,MF",21-103,2003,0.1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
2425,Nott'ham Forest,Anthony Elanga,SWE,FW,22-202,2002,7.2,7,4,3,3,1,2,5,40.0,3,4,0,4,3,10,9,0
2425,Nott'ham Forest,Callum Hudson-Odoi,ENG,FW,24-008,2000,8.7,9,6,1,5,3,5,7,71.4,2,4,0,4,5,14,4,1
2425,Nott'ham Forest,Chris Wood,NZL,FW,32-344,1991,9.9,1,1,0,0,1,1,4,25.0,3,2,2,0,2,3,6,0
2425,Nott'ham Forest,Danilo,BRA,MF,23-200,2001,0.2,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
2425,Nott'ham Forest,Elliot Anderson,ENG,"MF,FW",22-009,2002,7.0,19,15,9,5,5,10,18,55.6,8,18,4,14,4,23,13,1
2425,Nott'ham Forest,Eric da Silva Moreira,GER,DF,18-196,2006,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
2425,Nott'ham Forest,Harry Toffolo,ENG,DF,29-088,1995,0.4,2,0,1,0,1,0,0,,0,0,0,0,0,2,3,0
2425,Nott'ham Forest,Ibrahim Sangaré,CIV,MF,26-349,1997,2.4,15,9,5,10,0,4,8,50.0,4,4,0,4,2,17,2,0
2425,Nott'ham Forest,James Ward-Prowse,ENG,MF,30-014,1994,3.2,3,1,1,2,0,1,1,100.0,0,3,2,1,5,8,3,0
2425,Nott'ham Forest,Jota Silva,POR,"FW,MF",25-106,1999,2.4,8,2,4,4,0,1,6,16.7,5,3,0,3,7,15,4,0
2425,Nott'ham Forest,Matz Sels,BEL,GK,32-263,1992,11.0,1,1,1,0,0,1,1,100.0,0,0,0,0,0,1,6,0
2425,Nott'ham Forest,Morato,BRA,DF,23-138,2001,0.8,1,1,1,0,0,0,0,,0,1,1,0,2,3,14,0
2425,Nott'ham Forest,Morgan Gibbs-White,ENG,MF,24-293,2000,7.0,13,4,4,7,2,3,5,60.0,2,2,1,1,4,17,5,0
2425,Nott'ham Forest,Murillo,BRA,DF,22-134,2002,11.0,13,8,9,3,1,9,19,47.4,10,17,13,4,6,19,67,1
2425,Nott'ham Forest,Neco Williams,WAL,DF,23-216,2001,4.2,13,9,11,2,0,5,11,45.5,6,9,1,8,4,17,19,0
2425,Nott'ham Forest,Nicolás Domínguez,ARG,"MF,FW",26-140,1998,5.8,20,10,7,9,4,11,19,57.9,8,14,4,10,9,29,11,0
2425,Nott'ham Forest,Nikola Milenković,SRB,DF,27-034,1997,10.0,10,8,6,4,0,4,5,80.0,1,10,6,4,10,20,39,0
2425,Nott'ham Forest,Ola Aina,NGA,DF,28-038,1996,10.6,22,16,15,6,1,15,22,68.2,7,11,4,7,14,36,28,1
2425,Nott'ham Forest,Ramón Sosa,PAR,"MF,FW",25-076,1999,1.1,3,2,2,0,1,1,2,50.0,1,1,0,1,1,4,2,0
2425,Nott'ham Forest,Ryan Yates,ENG,MF,26-360,1997,9.0,18,9,12,5,1,5,11,45.5,6,9,1,8,10,28,26,1
2425,Nott'ham Forest,Taiwo Awoniyi,NGA,FW,27-095,1997,1.2,1,0,0,1,0,1,1,100.0,0,1,0,1,0,1,2,0
2425,Nott'ham Forest,Willy Boly,CIV,DF,33-286,1991,1.0,4,0,3,1,0,3,3,100.0,0,3,1,2,1,5,8,0
2425,Nott'ham Forest,Álex Moreno,ESP,DF,31-160,1993,6.8,17,12,14,3,0,8,22,36.4,14,8,4,4,10,27,26,0
2425,Southampton,Aaron Ramsdale,ENG,GK,26-185,1998,9.0,0,0,0,0,0,0,1,0.0,1,0,0,0,2,2,6,2
2425,Southampton,Adam Armstrong,ENG,"FW,MF",27-279,1997,5.1,6,1,1,2,3,2,7,28.6,5,1,0,1,2,8,2,0
2425,Southampton,Adam Lallana,ENG,MF,36-189,1988,3.1,5,4,3,2,0,2,7,28.6,5,3,1,2,3,8,5,0
2425,Southampton,Alex McCarthy,ENG,GK,34-348,1989,2.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,1
2425,Southampton,Ben Brereton,CHI,FW,25-211,1999,4.5,3,2,0,2,1,1,8,12.5,7,2,1,1,0,3,3,0
2425,Southampton,Cameron Archer,ENG,FW,23-117,2001,6.6,7,4,3,2,2,1,3,33.3,2,4,1,3,1,8,1,0
2425,Southampton,Carlos Alcaraz,ARG,MF,21-351,2002,0.1,0,0,0,0,0,0,0,,0,0,0,0,1,1,0,0
2425,Southampton,Charlie Taylor,ENG,DF,31-058,1993,2.3,7,5,4,3,0,5,6,83.3,1,5,3,2,3,10,20,1
2425,Southampton,Flynn Downes,ENG,MF,25-300,1999,10.0,23,12,12,9,2,6,19,31.6,13,16,3,13,15,38,15,2
2425,Southampton,Jack Stephens,ENG,DF,30-293,1994,6.4,10,7,7,3,0,4,12,33.3,8,4,2,2,3,13,14,2
2425,Southampton,James Bree,ENG,DF,27-035,1997,0.2,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
2425,Southampton,Jan Bednarek,POL,DF,28-217,1996,10.9,8,4,6,2,0,3,9,33.3,6,16,14,2,15,23,57,1
2425,Southampton,Joe Aribo,NGA,MF,28-117,1996,6.7,10,6,3,4,3,2,6,33.3,4,6,3,3,6,16,9,1
2425,Southampton,Kamaldeen Sulemana,GHA,"FW,MF",22-274,2002,0.2,3,3,2,0,1,3,3,100.0,0,0,0,0,0,3,1,0
2425,Southampton,Kyle Walker-Peters,ENG,DF,27-216,1997,8.9,13,10,6,5,2,6,14,42.9,8,10,5,5,8,21,18,0
2425,Southampton,Lesley Ugochukwu,FRA,MF,20-234,2004,1.9,4,2,0,4,0,0,4,0.0,4,5,1,4,2,6,1,0
2425,Southampton,Mateus Fernandes,POR,MF,20-128,2004,7.9,27,15,12,10,5,7,17,41.2,10,10,1,9,5,32,12,1
