season,team,player,nation,pos,age,born,90s,Att,Pass Types_Live,Pass Types_Dead,Pass Types_FK,Pass Types_TB,Pass Types_Sw,Pass Types_Crs,Pass Types_TI,Pass Types_CK,Corner Kicks_In,Corner Kicks_Out,Corner Kicks_Str,Outcomes_Cmp,Outcomes_Off,Outcomes_Blocks
2425,Tottenham,Guglielmo Vicario,ITA,GK,28-039,1996,11.0,402,370,32,4,0,0,0,0,0,0,0,0,370,0,1
2425,Tottenham,James Maddison,ENG,MF,27-358,1996,7.6,500,437,62,21,5,3,54,3,37,20,5,0,401,1,6
2425,Tottenham,Lucas Bergvall,SWE,"MF,FW",18-287,2006,0.6,59,52,7,1,0,0,5,2,4,2,2,0,50,0,0
2425,Tottenham,Micky van de Ven,NED,DF,23-210,2001,7.9,607,575,31,14,0,1,0,3,0,0,0,0,560,1,5
2425,Tottenham,Mikey Moore,ENG,FW,17-096,2007,0.9,22,18,4,0,0,0,4,1,3,1,0,0,15,0,0
2425,Tottenham,Pape Matar Sarr,SEN,MF,22-062,2002,4.9,328,321,7,4,0,2,3,3,0,0,0,0,284,0,6
2425,Tottenham,Pedro Porro,ESP,DF,25-063,1999,11.0,734,603,128,15,3,7,76,95,18,2,13,0,540,3,26
2425,Tottenham,Radu Drăgușin,ROU,DF,22-286,2002,3.1,199,180,19,14,0,0,0,1,0,0,0,0,174,0,1
2425,Tottenham,Richarlison,BRA,FW,27-189,1997,1.0,34,34,0,0,0,0,4,0,0,0,0,0,23,0,2
2425,Tottenham,Rodrigo Bentancur,URU,MF,27-143,1997,5.9,391,380,11,10,0,0,0,1,0,0,0,0,356,0,6
2425,Tottenham,Son Heung-min,KOR,FW,32-130,1992,7.4,320,308,12,3,0,2,18,4,2,1,0,0,264,0,11
2425,Tottenham,Timo Werner,GER,"FW,MF",28-254,1996,3.0,135,127,7,2,1,1,17,5,0,0,0,0,88,1,8
2425,Tottenham,Wilson Odobert,FRA,FW,19-353,2004,1.8,78,74,1,0,0,0,5,1,0,0,0,0,59,3,4
2425,Tottenham,Yves Bissouma,MLI,MF,28-077,1996,4.5,280,266,14,14,1,1,0,0,0,0,0,0,256,0,2
2425,West Ham,Aaron Cresswell,ENG,DF,34-336,1989,0.3,34,29,5,1,0,1,3,3,1,1,0,0,24,0,1
2425,West Ham,Aaron Wan-Bissaka,ENG,DF,26-355,1997,9.1,427,373,53,3,2,1,18,50,0,0,0,0,343,1,10
2425,West Ham,Alphonse Areola,FRA,GK,31-262,1993,7.5,289,204,82,16,0,0,0,0,0,0,0,0,211,3,1
2425,West Ham,Andy Irving,SCO,MF,24-186,2000,0.3,28,28,0,0,0,0,0,0,0,0,0,0,28,0,0
2425,West Ham,Carlos Soler,ESP,"MF,FW",27-318,1997,3.0,105,98,7,4,0,0,5,0,3,0,3,0,89,0,2
2425,West Ham,Crysencio Summerville,NED,"MF,FW",23-016,2001,3.8,107,102,5,2,2,0,10,1,2,2,0,0,75,0,8
2425,West Ham,Danny Ings,ENG,"FW,MF",32-115,1992,0.8,27,26,1,0,0,0,2,0,0,0,0,0,14,0,2
2425,West Ham,Edson Álvarez,MEX,"MF,DF",27-022,1997,4.5,231,221,7,5,1,3,0,2,0,0,0,0,197,3,1
2425,West Ham,Emerson Palmieri,ITA,DF,30-104,1994,9.5,448,351,94,13,0,0,28,72,9,2,6,0,360,3,4
2425,West Ham,Guido Rodríguez,ARG,MF,30-217,1994,8.9,393,386,7,7,1,4,3,0,0,0,0,0,325,0,12
2425,West Ham,James Ward-Prowse,ENG,MF,30-014,1994,0.2,15,12,3,1,0,0,3,0,2,2,0,0,11,0,0
2425,West Ham,Jarrod Bowen,ENG,"MF,FW",27-331,1996,10.7,275,230,44,1,3,1,51,1,33,17,15,0,183,1,15
2425,West Ham,Jean-Clair Todibo,FRA,DF,24-321,1999,5.6,283,276,5,4,0,1,1,1,0,0,0,0,253,2,0
2425,West Ham,Konstantinos Mavropanos,GRE,DF,26-340,1997,7.2,370,348,21,10,0,10,2,11,0,0,0,0,308,1,6
2425,West Ham,Lucas Paquetá,BRA,MF,27-080,1997,9.0,476,445,30,10,4,6,13,3,2,1,1,0,365,1,9
2425,West Ham,Luis Guilherme,BRA,MF,18-280,2006,0.1,4,3,1,0,0,0,1,0,1,0,1,0,2,0,0
2425,West Ham,Max Kilman,ENG,DF,27-176,1997,11.0,557,545,11,10,0,7,0,0,0,0,0,0,481,1,3
2425,West Ham,Michail Antonio,JAM,FW,34-232,1990,7.4,146,135,9,0,2,5,17,5,0,0,0,0,91,2,11
2425,West Ham,Mohammed Kudus,GHA,"MF,FW",24-105,2000,7.4,204,201,3,1,1,4,23,1,1,0,0,0,167,0,8
2425,West Ham,Niclas Füllkrug,GER,FW,31-280,1993,0.7,14,13,1,0,0,0,0,0,0,0,0,0,13,0,0
2425,West Ham,Tomáš Souček,CZE,MF,29-262,1995,7.3,260,256,4,3,0,2,3,1,0,0,0,0,209,0,7
2425,West Ham,Vladimír Coufal,CZE,DF,32-085,1992,2.5,114,83,31,3,0,0,6,28,0,0,0,0,82,0,4
2425,West Ham,Łukasz Fabiański,POL,GK,39-211,1985,3.5,100,66,34,6,0,0,0,0,0,0,0,0,67,0,0
2425,Wolves,André,BRA,MF,23-122,2001,4.0,164,160,3,3,1,3,0,0,0,0,0,0,155,1,2
2425,Wolves,Carlos Forbs,POR,"MF,FW",20-241,2004,2.0,63,63,0,0,0,0,7,0,0,0,0,0,40,0,7
2425,Wolves,Chiquinho,POR,MF,24-284,2000,0.1,3,3,0,0,0,0,1,0,0,0,0,0,3,0,0
2425,Wolves,Craig Dawson,ENG,DF,34-193,1990,8.3,415,387,27,18,1,7,0,0,0,0,0,0,361,1,0
2425,Wolves,Daniel Podence,POR,"MF,FW",29-025,1995,0.5,16,15,1,1,0,0,1,0,0,0,0,0,11,0,2
2425,Wolves,Gonçalo Guedes,POR,"FW,MF",27-352,1996,1.4,42,37,4,0,0,2,2,1,0,0,0,0,28,1,3
2425,Wolves,Hwang Hee-chan,KOR,"FW,MF",28-294,1996,2.8,64,58,6,0,0,0,4,5,0,0,0,0,52,0,4
2425,Wolves,Jean-Ricner Bellegarde,FRA,"MF,FW",26-141,1998,5.3,128,125,3,1,1,1,11,0,0,0,0,0,102,0,7
2425,Wolves,José Sá,POR,GK,31-303,1993,6.0,206,148,58,19,0,0,0,0,0,0,0,0,116,0,1
2425,Wolves,João Gomes,BRA,MF,23-277,2001,10.3,412,395,16,7,1,2,8,3,0,0,0,0,339,1,8
2425,Wolves,Jørgen Strand Larsen,NOR,FW,24-283,2000,9.9,139,133,6,0,0,0,2,0,0,0,0,0,81,0,4
2425,Wolves,Mario Lemina,GAB,MF,31-075,1993,9.8,330,315,11,2,3,2,8,3,0,0,0,0,267,4,3
2425,Wolves,Matheus Cunha,BRA,"MF,FW",25-172,1999,9.8,313,255,55,12,7,4,45,6,24,9,10,2,224,3,13
2425,Wolves,Matt Doherty,IRL,DF,32-304,1992,2.3,105,80,25,4,0,1,2,21,0,0,0,0,74,0,2
2425,Wolves,Nélson Semedo,POR,DF,30-365,1993,8.7,360,311,49,1,0,0,8,48,0,0,0,0,298,0,4
2425,Wolves,Pablo Sarabia,ESP,"MF,FW",32-188,1992,2.0,94,76,15,4,0,0,10,3,6,6,0,0,60,3,5
2425,Wolves,Rayan Aït-Nouri,ALG,DF,23-162,2001,10.2,459,379,76,19,0,4,18,55,2,0,1,0,378,4,11
2425,Wolves,Rodrigo Gomes,POR,"FW,MF",21-131,2003,1.3,32,29,3,0,1,0,5,2,1,0,1,0,17,0,0
2425,Wolves,Sam Johnstone,ENG,GK,31-235,1993,5.0,206,170,35,16,0,0,0,0,0,0,0,0,136,1,2
2425,Wolves,Santiago Bueno,URU,DF,26-006,1998,4.9,208,201,6,2,0,2,0,1,0,0,0,0,177,1,6
2425,Wolves,Tommy Doyle,ENG,MF,23-029,2001,3.0,187,172,13,10,0,4,4,1,2,1,1,0,157,2,3
2425,Wolves,Toti Gomes,POR,DF,25-304,1999,8.2,404,364,39,7,0,1,1,24,0,0,0,0,332,1,7
2425,Wolves,Yerson Mosquera,COL,DF,23-197,2001,4.9,240,230,9,4,0,1,2,0,0,0,0,0,205,1,3
