season,team,player,nation,pos,age,born,90s,Performance_CrdY,Performance_CrdR,Performance_2CrdY,Performance_Fls,Performance_Fld,Performance_Off,Performance_Crs,Performance_Int,Performance_TklW,Performance_PKwon,Performance_PKcon,Performance_OG,Performance_Recov,Aerial Duels_Won,Aerial Duels_Lost,Aerial Duels_Won%
2425,Southampton,James Bree,ENG,DF,27-035,1997,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2425,Southampton,Jan Bednarek,POL,DF,28-217,1996,10.9,3,0,0,9,5,0,0,15,4,0,0,0,48,11,11,50.0
2425,Southampton,Joe Aribo,NGA,MF,28-117,1996,6.7,0,0,0,6,10,0,6,6,6,0,0,0,32,7,2,77.8
2425,Southampton,Kamaldeen Sulemana,GHA,"FW,MF",22-274,2002,0.2,0,0,0,1,0,1,0,0,3,0,0,0,1,0,0,
2425,Southampton,Kyle Walker-Peters,ENG,DF,27-216,1997,8.9,2,0,0,7,17,1,14,8,10,0,0,0,30,3,6,33.3
2425,Southampton,Lesley Ugochukwu,FRA,MF,20-234,2004,1.9,1,0,0,3,2,0,1,2,2,0,0,0,10,2,1,66.7
2425,Southampton,Mateus Fernandes,POR,MF,20-128,2004,7.9,3,0,0,12,13,0,19,5,15,0,0,0,35,3,4,42.9
2425,Southampton,Maxwel Cornet,CIV,FW,28-049,1996,0.8,1,0,0,0,1,1,3,0,5,0,0,0,2,3,0,100.0
2425,Southampton,Paul Onuachu,NGA,FW,30-171,1994,0.7,1,0,0,3,3,0,0,1,0,0,0,0,2,9,3,75.0
2425,Southampton,Ross Stewart,SCO,"FW,MF",28-127,1996,1.5,1,0,0,3,5,1,0,0,0,0,0,0,2,4,7,36.4
2425,Southampton,Ryan Fraser,SCO,FW,30-265,1994,1.6,0,1,0,1,3,1,6,0,2,0,1,0,5,2,2,50.0
2425,Southampton,Ryan Manning,IRL,"DF,FW",28-154,1996,3.7,1,0,0,5,5,0,18,3,2,0,0,0,6,4,1,80.0
2425,Southampton,Samuel Amo-Ameyaw,ENG,DF,18-120,2006,0.1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,
2425,Southampton,Samuel Edozie,ENG,"DF,FW",21-292,2003,0.7,1,0,0,2,1,0,4,0,1,0,0,0,1,0,0,
2425,Southampton,Taylor Harwood-Bellis,ENG,DF,22-290,2002,9.6,4,0,0,11,4,0,2,8,4,0,0,0,36,13,11,54.2
2425,Southampton,Tyler Dibling,ENG,"FW,MF",18-248,2006,6.3,4,0,0,11,22,0,12,2,9,1,0,0,18,1,6,14.3
2425,Southampton,William Smallbone,IRL,MF,24-268,2000,2.7,0,0,0,4,1,0,19,0,3,0,0,0,7,1,1,50.0
2425,Southampton,Yukinari Sugawara,JPN,DF,24-140,2000,7.4,2,0,0,3,7,2,34,4,10,0,0,0,16,2,6,25.0
2425,Tottenham,Archie Gray,ENG,"MF,DF",18-248,2006,0.5,0,0,0,2,1,0,0,0,1,0,0,0,3,0,0,
2425,Tottenham,Ben Davies,WAL,DF,31-205,1993,0.3,0,0,0,0,0,0,0,1,0,0,0,0,2,1,1,50.0
2425,Tottenham,Brennan Johnson,WAL,FW,23-176,2001,9.6,2,0,0,12,6,4,19,2,12,0,0,0,26,7,7,50.0
2425,Tottenham,Cristian Romero,ARG,DF,26-202,1998,10.7,1,0,0,6,9,1,3,13,22,0,0,0,62,27,23,54.0
2425,Tottenham,Dejan Kulusevski,SWE,"MF,FW",24-204,2000,9.5,3,0,0,19,14,1,46,7,7,0,0,0,44,2,4,33.3
2425,Tottenham,Destiny Udogie,ITA,DF,21-353,2002,10.2,2,0,0,14,22,1,15,13,17,0,0,0,49,6,10,37.5
2425,Tottenham,Djed Spence,ENG,DF,24-098,2000,0.7,1,0,0,1,0,0,2,2,2,0,0,0,3,0,0,
2425,Tottenham,Dominic Solanke,ENG,FW,27-062,1997,8.9,0,0,0,16,13,2,4,0,6,0,0,0,15,19,14,57.6
2425,Tottenham,Guglielmo Vicario,ITA,GK,28-039,1996,11.0,1,0,0,0,0,0,0,1,0,0,0,0,19,4,0,100.0
2425,Tottenham,James Maddison,ENG,MF,27-358,1996,7.6,2,0,0,11,22,1,54,6,7,0,0,0,27,5,2,71.4
2425,Tottenham,Lucas Bergvall,SWE,"MF,FW",18-287,2006,0.6,0,0,0,2,1,0,5,0,2,0,0,0,5,1,0,100.0
2425,Tottenham,Micky van de Ven,NED,DF,23-210,2001,7.9,4,0,0,8,6,0,0,9,4,0,0,0,51,16,16,50.0
2425,Tottenham,Mikey Moore,ENG,FW,17-096,2007,0.9,0,0,0,0,3,0,4,1,0,0,0,0,1,1,1,50.0
2425,Tottenham,Pape Matar Sarr,SEN,MF,22-062,2002,4.9,1,0,0,7,12,0,3,8,8,0,0,0,30,11,7,61.1
2425,Tottenham,Pedro Porro,ESP,DF,25-063,1999,11.0,2,0,0,9,12,1,76,15,17,0,0,0,56,3,8,27.3
2425,Tottenham,Radu Drăgușin,ROU,DF,22-286,2002,3.1,0,0,0,1,5,0,0,3,0,0,0,0,10,9,6,60.0
2425,Tottenham,Richarlison,BRA,FW,27-189,1997,1.0,1,0,0,1,2,0,4,0,1,0,0,0,5,1,2,33.3
2425,Tottenham,Rodrigo Bentancur,URU,MF,27-143,1997,5.9,4,0,0,13,3,0,0,16,9,0,0,0,42,8,6,57.1
2425,Tottenham,Son Heung-min,KOR,FW,32-130,1992,7.4,0,0,0,2,8,2,18,2,2,0,0,0,29,1,6,14.3
2425,Tottenham,Timo Werner,GER,"FW,MF",28-254,1996,3.0,0,0,0,2,2,1,17,1,2,0,0,0,10,0,1,0.0
2425,Tottenham,Wilson Odobert,FRA,FW,19-353,2004,1.8,0,0,0,0,2,0,5,0,2,0,0,0,9,3,0,100.0
2425,Tottenham,Yves Bissouma,MLI,MF,28-077,1996,4.5,2,0,0,4,8,0,0,5,9,0,0,0,16,2,2,50.0
2425,West Ham,Aaron Cresswell,ENG,DF,34-336,1989,0.3,1,0,0,1,0,0,3,0,0,0,0,0,3,1,0,100.0
2425,West Ham,Aaron Wan-Bissaka,ENG,DF,26-355,1997,9.1,0,0,0,8,4,1,18,17,11,0,0,0,44,4,9,30.8
2425,West Ham,Alphonse Areola,FRA,GK,31-262,1993,7.5,0,0,0,0,0,0,0,0,1,0,0,1,10,0,0,
2425,West Ham,Andy Irving,SCO,MF,24-186,2000,0.3,1,0,0,1,0,0,0,0,2,0,0,0,0,0,1,0.0
2425,West Ham,Carlos Soler,ESP,"MF,FW",27-318,1997,3.0,3,0,0,10,4,0,5,2,3,0,0,0,10,0,2,0.0
2425,West Ham,Crysencio Summerville,NED,"MF,FW",23-016,2001,3.8,1,0,0,3,9,1,10,0,2,0,0,0,15,1,3,25.0
2425,West Ham,Danny Ings,ENG,"FW,MF",32-115,1992,0.8,0,0,0,0,1,0,2,0,0,1,0,0,1,5,2,71.4
2425,West Ham,Edson Álvarez,MEX,"MF,DF",27-022,1997,4.5,4,1,1,13,5,0,0,8,7,0,0,0,23,6,3,66.7
2425,West Ham,Emerson Palmieri,ITA,DF,30-104,1994,9.5,3,0,0,12,4,0,28,10,16,0,0,0,39,4,5,44.4
2425,West Ham,Guido Rodríguez,ARG,MF,30-217,1994,8.9,3,0,0,11,6,1,3,10,13,0,0,0,36,7,4,63.6
2425,West Ham,James Ward-Prowse,ENG,MF,30-014,1994,0.2,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,
2425,West Ham,Jarrod Bowen,ENG,"MF,FW",27-331,1996,10.7,0,0,0,12,9,2,51,5,8,0,0,0,51,2,16,11.1
2425,West Ham,Jean-Clair Todibo,FRA,DF,24-321,1999,5.6,0,0,0,5,3,0,1,6,7,0,0,0,28,9,10,47.4
2425,West Ham,Konstantinos Mavropanos,GRE,DF,26-340,1997,7.2,1,0,0,5,3,2,2,14,9,0,0,0,23,15,3,83.3
2425,West Ham,Lucas Paquetá,BRA,MF,27-080,1997,9.0,4,0,0,18,6,1,13,5,9,0,0,0,56,10,20,33.3
2425,West Ham,Luis Guilherme,BRA,MF,18-280,2006,0.1,0,0,0,0,2,0,1,0,0,0,0,0,2,0,1,0.0
2425,West Ham,Max Kilman,ENG,DF,27-176,1997,11.0,3,0,0,5,3,0,0,13,5,0,0,0,53,24,13,64.9
2425,West Ham,Michail Antonio,JAM,FW,34-232,1990,7.4,1,0,0,8,4,4,17,0,1,0,0,0,17,12,20,37.5
2425,West Ham,Mohammed Kudus,GHA,"MF,FW",24-105,2000,7.4,0,1,0,9,13,4,23,1,7,0,0,0,28,3,8,27.3
2425,West Ham,Niclas Füllkrug,GER,FW,31-280,1993,0.7,0,0,0,3,0,1,0,0,0,0,0,0,2,8,3,72.7
2425,West Ham,Tomáš Souček,CZE,MF,29-262,1995,7.3,3,0,0,12,5,1,3,8,8,1,0,0,16,30,21,58.8
2425,West Ham,Vladimír Coufal,CZE,DF,32-085,1992,2.5,1,0,0,7,3,0,6,2,0,0,0,0,6,3,4,42.9
2425,West Ham,Łukasz Fabiański,POL,GK,39-211,1985,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,100.0
2425,Wolves,André,BRA,MF,23-122,2001,4.0,2,0,0,6,8,0,0,2,5,0,0,0,25,0,0,
2425,Wolves,Carlos Forbs,POR,"MF,FW",20-241,2004,2.0,2,0,0,2,1,0,7,0,5,0,0,0,9,1,2,33.3
2425,Wolves,Chiquinho,POR,MF,24-284,2000,0.1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,
2425,Wolves,Craig Dawson,ENG,DF,34-193,1990,8.3,1,0,0,3,4,1,0,8,3,0,0,0,26,16,10,61.5
2425,Wolves,Daniel Podence,POR,"MF,FW",29-025,1995,0.5,0,0,0,0,2,0,1,0,0,0,0,0,1,0,1,0.0
2425,Wolves,Gonçalo Guedes,POR,"FW,MF",27-352,1996,1.4,1,0,0,3,4,0,2,2,2,0,0,0,6,1,2,33.3
2425,Wolves,Hwang Hee-chan,KOR,"FW,MF",28-294,1996,2.8,0,0,0,1,6,0,4,1,0,0,0,0,10,2,3,40.0
2425,Wolves,Jean-Ricner Bellegarde,FRA,"MF,FW",26-141,1998,5.3,2,0,0,9,14,0,11,4,4,0,0,0,15,1,11,8.3
2425,Wolves,José Sá,POR,GK,31-303,1993,6.0,0,0,0,0,3,0,0,0,0,0,0,0,4,0,0,
2425,Wolves,João Gomes,BRA,MF,23-277,2001,10.3,4,0,0,23,9,1,8,10,20,0,0,0,60,4,10,28.6
2425,Wolves,Jørgen Strand Larsen,NOR,FW,24-283,2000,9.9,1,0,0,16,4,5,2,3,4,0,0,0,11,25,34,42.4
2425,Wolves,Mario Lemina,GAB,MF,31-075,1993,9.8,2,0,0,13,5,2,8,21,19,0,1,0,42,15,5,75.0
2425,Wolves,Matheus Cunha,BRA,"MF,FW",25-172,1999,9.8,1,0,0,12,20,7,45,5,9,0,0,0,36,3,10,23.1
2425,Wolves,Matt Doherty,IRL,DF,32-304,1992,2.3,0,0,0,0,1,0,2,2,6,0,0,0,9,5,2,71.4
2425,Wolves,Nélson Semedo,POR,DF,30-365,1993,8.7,4,0,0,12,5,0,8,4,10,0,1,0,31,12,9,57.1
2425,Wolves,Pablo Sarabia,ESP,"MF,FW",32-188,1992,2.0,1,0,0,1,4,3,10,2,3,0,0,0,6,1,4,20.0
2425,Wolves,Rayan Aït-Nouri,ALG,DF,23-162,2001,10.2,4,0,0,16,6,1,18,11,11,0,0,0,47,5,10,33.3
2425,Wolves,Rodrigo Gomes,POR,"FW,MF",21-131,2003,1.3,0,0,0,0,2,0,5,0,1,0,0,0,2,2,2,50.0
2425,Wolves,Sam Johnstone,ENG,GK,31-235,1993,5.0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,100.0
2425,Wolves,Santiago Bueno,URU,DF,26-006,1998,4.9,0,0,0,8,2,0,0,4,5,0,0,0,12,9,7,56.3
2425,Wolves,Tommy Doyle,ENG,MF,23-029,2001,3.0,0,0,0,2,2,0,4,2,1,0,0,0,20,1,1,50.0
2425,Wolves,Toti Gomes,POR,DF,25-304,1999,8.2,4,0,0,9,4,3,1,4,14,0,0,0,25,15,6,71.4
2425,Wolves,Yerson Mosquera,COL,DF,23-197,2001,4.9,2,0,0,6,7,1,2,10,7,0,0,0,24,11,6,64.7
