season,team,player,nation,pos,age,born,90s,SCA_SCA,SCA_SCA90,SCA Types_PassLive,SCA Types_PassDead,SCA Types_TO,SCA Types_Sh,SCA Types_Fld,SCA Types_Def,GCA_GCA,GCA_GCA90,GCA Types_PassLive,GCA Types_PassDead,GCA Types_TO,GCA Types_Sh,GCA Types_Fld,GCA Types_Def
2425,Southampton,Ben Brereton,CHI,FW,25-211,1999,4.5,9,1.99,7,0,0,0,2,0,0,0.0,0,0,0,0,0,0
2425,Southampton,Cameron Archer,ENG,FW,23-117,2001,6.6,5,0.76,0,0,2,2,1,0,0,0.0,0,0,0,0,0,0
2425,Southampton,Carlos Alcaraz,ARG,MF,21-351,2002,0.1,1,9.0,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0
2425,Southampton,Charlie Taylor,ENG,DF,31-058,1993,2.3,2,0.86,2,0,0,0,0,0,1,0.43,1,0,0,0,0,0
2425,Southampton,Flynn Downes,ENG,MF,25-300,1999,10.0,20,2.01,16,2,0,1,0,1,1,0.1,0,1,0,0,0,0
2425,Southampton,Jack Stephens,ENG,DF,30-293,1994,6.4,7,1.1,7,0,0,0,0,0,0,0.0,0,0,0,0,0,0
2425,Southampton,James Bree,ENG,DF,27-035,1997,0.2,2,12.86,1,1,0,0,0,0,0,0.0,0,0,0,0,0,0
2425,Southampton,Jan Bednarek,POL,DF,28-217,1996,10.9,9,0.83,9,0,0,0,0,0,0,0.0,0,0,0,0,0,0
2425,Southampton,Joe Aribo,NGA,MF,28-117,1996,6.7,11,1.65,10,0,0,1,0,0,0,0.0,0,0,0,0,0,0
2425,Southampton,Kamaldeen Sulemana,GHA,"FW,MF",22-274,2002,0.2,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
2425,Southampton,Kyle Walker-Peters,ENG,DF,27-216,1997,8.9,18,2.03,9,1,2,3,2,1,2,0.23,2,0,0,0,0,0
2425,Southampton,Lesley Ugochukwu,FRA,MF,20-234,2004,1.9,3,1.57,3,0,0,0,0,0,0,0.0,0,0,0,0,0,0
2425,Southampton,Mateus Fernandes,POR,MF,20-128,2004,7.9,20,2.55,15,1,1,2,0,1,3,0.38,2,0,0,0,0,1
2425,Southampton,Maxwel Cornet,CIV,FW,28-049,1996,0.8,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
2425,Southampton,Paul Onuachu,NGA,FW,30-171,1994,0.7,1,1.43,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0
2425,Southampton,Ross Stewart,SCO,"FW,MF",28-127,1996,1.5,2,1.36,1,0,0,1,0,0,0,0.0,0,0,0,0,0,0
2425,Southampton,Ryan Fraser,SCO,FW,30-265,1994,1.6,2,1.28,2,0,0,0,0,0,0,0.0,0,0,0,0,0,0
2425,Southampton,Ryan Manning,IRL,"DF,FW",28-154,1996,3.7,9,2.46,4,5,0,0,0,0,0,0.0,0,0,0,0,0,0
2425,Southampton,Samuel Amo-Ameyaw,ENG,DF,18-120,2006,0.1,2,18.0,1,0,0,0,1,0,0,0.0,0,0,0,0,0,0
2425,Southampton,Samuel Edozie,ENG,"DF,FW",21-292,2003,0.7,4,5.54,3,0,0,0,1,0,0,0.0,0,0,0,0,0,0
2425,Southampton,Taylor Harwood-Bellis,ENG,DF,22-290,2002,9.6,10,1.05,8,0,0,2,0,0,2,0.21,1,0,0,1,0,0
2425,Southampton,Tyler Dibling,ENG,"FW,MF",18-248,2006,6.3,25,3.95,13,1,6,2,3,0,2,0.32,1,0,1,0,0,0
2425,Southampton,William Smallbone,IRL,MF,24-268,2000,2.7,9,3.36,7,1,0,1,0,0,0,0.0,0,0,0,0,0,0
2425,Southampton,Yukinari Sugawara,JPN,DF,24-140,2000,7.4,20,2.69,15,4,1,0,0,0,1,0.13,1,0,0,0,0,0
2425,Tottenham,Archie Gray,ENG,"MF,DF",18-248,2006,0.5,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
2425,Tottenham,Ben Davies,WAL,DF,31-205,1993,0.3,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
2425,Tottenham,Brennan Johnson,WAL,FW,23-176,2001,9.6,18,1.87,15,0,1,2,0,0,0,0.0,0,0,0,0,0,0
2425,Tottenham,Cristian Romero,ARG,DF,26-202,1998,10.7,16,1.5,13,0,0,3,0,0,2,0.19,2,0,0,0,0,0
2425,Tottenham,Dejan Kulusevski,SWE,"MF,FW",24-204,2000,9.5,56,5.87,44,6,4,0,2,0,3,0.31,2,0,1,0,0,0
2425,Tottenham,Destiny Udogie,ITA,DF,21-353,2002,10.2,22,2.16,20,0,0,1,0,1,3,0.3,2,0,0,0,0,1
2425,Tottenham,Djed Spence,ENG,DF,24-098,2000,0.7,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
2425,Tottenham,Dominic Solanke,ENG,FW,27-062,1997,8.9,18,2.03,14,0,0,3,1,0,5,0.56,4,0,0,0,1,0
2425,Tottenham,Guglielmo Vicario,ITA,GK,28-039,1996,11.0,3,0.27,3,0,0,0,0,0,0,0.0,0,0,0,0,0,0
2425,Tottenham,James Maddison,ENG,MF,27-358,1996,7.6,44,5.78,30,7,1,3,3,0,7,0.92,5,1,0,1,0,0
2425,Tottenham,Lucas Bergvall,SWE,"MF,FW",18-287,2006,0.6,2,3.53,0,2,0,0,0,0,0,0.0,0,0,0,0,0,0
2425,Tottenham,Micky van de Ven,NED,DF,23-210,2001,7.9,9,1.14,6,0,0,2,1,0,2,0.25,2,0,0,0,0,0
2425,Tottenham,Mikey Moore,ENG,FW,17-096,2007,0.9,5,5.29,3,2,0,0,0,0,0,0.0,0,0,0,0,0,0
2425,Tottenham,Pape Matar Sarr,SEN,MF,22-062,2002,4.9,14,2.83,11,1,0,1,0,1,4,0.81,3,0,0,1,0,0
2425,Tottenham,Pedro Porro,ESP,DF,25-063,1999,11.0,40,3.65,29,6,1,2,2,0,2,0.18,0,1,1,0,0,0
2425,Tottenham,Radu Drăgușin,ROU,DF,22-286,2002,3.1,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
2425,Tottenham,Richarlison,BRA,FW,27-189,1997,1.0,3,2.97,2,0,0,0,1,0,1,0.99,1,0,0,0,0,0
2425,Tottenham,Rodrigo Bentancur,URU,MF,27-143,1997,5.9,15,2.52,10,0,1,3,0,1,0,0.0,0,0,0,0,0,0
2425,Tottenham,Son Heung-min,KOR,FW,32-130,1992,7.4,50,6.79,39,1,8,0,2,0,5,0.68,5,0,0,0,0,0
2425,Tottenham,Timo Werner,GER,"FW,MF",28-254,1996,3.0,5,1.67,4,0,0,1,0,0,1,0.33,1,0,0,0,0,0
2425,Tottenham,Wilson Odobert,FRA,FW,19-353,2004,1.8,4,2.24,3,0,0,1,0,0,0,0.0,0,0,0,0,0,0
2425,Tottenham,Yves Bissouma,MLI,MF,28-077,1996,4.5,8,1.8,8,0,0,0,0,0,0,0.0,0,0,0,0,0,0
2425,West Ham,Aaron Cresswell,ENG,DF,34-336,1989,0.3,1,3.1,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0
2425,West Ham,Aaron Wan-Bissaka,ENG,DF,26-355,1997,9.1,30,3.31,24,1,2,1,0,2,3,0.33,2,0,0,1,0,0
2425,West Ham,Alphonse Areola,FRA,GK,31-262,1993,7.5,1,0.13,0,1,0,0,0,0,0,0.0,0,0,0,0,0,0
2425,West Ham,Andy Irving,SCO,MF,24-186,2000,0.3,1,2.81,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0
2425,West Ham,Carlos Soler,ESP,"MF,FW",27-318,1997,3.0,9,3.02,5,1,1,1,0,1,0,0.0,0,0,0,0,0,0
2425,West Ham,Crysencio Summerville,NED,"MF,FW",23-016,2001,3.8,14,3.64,9,1,2,0,2,0,0,0.0,0,0,0,0,0,0
2425,West Ham,Danny Ings,ENG,"FW,MF",32-115,1992,0.8,4,4.8,2,0,0,1,1,0,2,2.4,0,0,0,1,1,0
2425,West Ham,Edson Álvarez,MEX,"MF,DF",27-022,1997,4.5,9,1.99,8,0,1,0,0,0,0,0.0,0,0,0,0,0,0
2425,West Ham,Emerson Palmieri,ITA,DF,30-104,1994,9.5,21,2.22,13,5,0,2,1,0,0,0.0,0,0,0,0,0,0
2425,West Ham,Guido Rodríguez,ARG,MF,30-217,1994,8.9,7,0.79,6,0,0,1,0,0,0,0.0,0,0,0,0,0,0
2425,West Ham,James Ward-Prowse,ENG,MF,30-014,1994,0.2,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
2425,West Ham,Jarrod Bowen,ENG,"MF,FW",27-331,1996,10.7,41,3.82,24,8,2,5,1,1,2,0.19,2,0,0,0,0,0
2425,West Ham,Jean-Clair Todibo,FRA,DF,24-321,1999,5.6,4,0.71,3,0,0,0,0,1,0,0.0,0,0,0,0,0,0
2425,West Ham,Konstantinos Mavropanos,GRE,DF,26-340,1997,7.2,6,0.83,4,0,0,1,0,1,0,0.0,0,0,0,0,0,0
2425,West Ham,Lucas Paquetá,BRA,MF,27-080,1997,9.0,27,3.0,23,1,1,2,0,0,2,0.22,1,0,0,1,0,0
2425,West Ham,Luis Guilherme,BRA,MF,18-280,2006,0.1,1,6.92,0,0,0,0,1,0,0,0.0,0,0,0,0,0,0
2425,West Ham,Max Kilman,ENG,DF,27-176,1997,11.0,8,0.73,7,0,1,0,0,0,2,0.18,1,0,1,0,0,0
2425,West Ham,Michail Antonio,JAM,FW,34-232,1990,7.4,18,2.42,12,0,1,5,0,0,4,0.54,0,0,0,4,0,0
2425,West Ham,Mohammed Kudus,GHA,"MF,FW",24-105,2000,7.4,25,3.4,16,0,6,2,0,1,0,0.0,0,0,0,0,0,0
2425,West Ham,Niclas Füllkrug,GER,FW,31-280,1993,0.7,1,1.36,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0
2425,West Ham,Tomáš Souček,CZE,MF,29-262,1995,7.3,18,2.48,12,0,0,4,1,1,2,0.28,1,0,0,0,1,0
2425,West Ham,Vladimír Coufal,CZE,DF,32-085,1992,2.5,4,1.61,2,2,0,0,0,0,1,0.4,0,1,0,0,0,0
2425,West Ham,Łukasz Fabiański,POL,GK,39-211,1985,3.5,1,0.29,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0
2425,Wolves,André,BRA,MF,23-122,2001,4.0,7,1.74,7,0,0,0,0,0,0,0.0,0,0,0,0,0,0
2425,Wolves,Carlos Forbs,POR,"MF,FW",20-241,2004,2.0,4,2.02,3,0,1,0,0,0,1,0.51,1,0,0,0,0,0
2425,Wolves,Chiquinho,POR,MF,24-284,2000,0.1,2,25.71,2,0,0,0,0,0,0,0.0,0,0,0,0,0,0
2425,Wolves,Craig Dawson,ENG,DF,34-193,1990,8.3,6,0.72,5,0,0,1,0,0,2,0.24,1,0,0,1,0,0
2425,Wolves,Daniel Podence,POR,"MF,FW",29-025,1995,0.5,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
2425,Wolves,Gonçalo Guedes,POR,"FW,MF",27-352,1996,1.4,5,3.49,5,0,0,0,0,0,1,0.7,1,0,0,0,0,0
2425,Wolves,Hwang Hee-chan,KOR,"FW,MF",28-294,1996,2.8,5,1.75,5,0,0,0,0,0,1,0.35,1,0,0,0,0,0
2425,Wolves,Jean-Ricner Bellegarde,FRA,"MF,FW",26-141,1998,5.3,15,2.84,8,0,1,1,3,2,2,0.38,1,0,0,0,0,1
2425,Wolves,José Sá,POR,GK,31-303,1993,6.0,2,0.33,2,0,0,0,0,0,0,0.0,0,0,0,0,0,0
2425,Wolves,João Gomes,BRA,MF,23-277,2001,10.3,16,1.55,13,1,1,0,0,1,0,0.0,0,0,0,0,0,0
2425,Wolves,Jørgen Strand Larsen,NOR,FW,24-283,2000,9.9,15,1.51,11,1,0,1,2,0,2,0.2,2,0,0,0,0,0
2425,Wolves,Mario Lemina,GAB,MF,31-075,1993,9.8,16,1.63,12,0,2,1,0,1,2,0.2,2,0,0,0,0,0
2425,Wolves,Matheus Cunha,BRA,"MF,FW",25-172,1999,9.8,38,3.86,20,7,6,2,2,1,5,0.51,4,0,1,0,0,0
2425,Wolves,Matt Doherty,IRL,DF,32-304,1992,2.3,2,0.85,1,1,0,0,0,0,0,0.0,0,0,0,0,0,0
2425,Wolves,Nélson Semedo,POR,DF,30-365,1993,8.7,11,1.27,9,0,2,0,0,0,2,0.23,2,0,0,0,0,0
2425,Wolves,Pablo Sarabia,ESP,"MF,FW",32-188,1992,2.0,5,2.49,1,3,1,0,0,0,1,0.5,0,0,1,0,0,0
2425,Wolves,Rayan Aït-Nouri,ALG,DF,23-162,2001,10.2,25,2.44,17,2,3,2,0,1,4,0.39,2,1,0,0,0,1
2425,Wolves,Rodrigo Gomes,POR,"FW,MF",21-131,2003,1.3,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
2425,Wolves,Sam Johnstone,ENG,GK,31-235,1993,5.0,2,0.4,2,0,0,0,0,0,0,0.0,0,0,0,0,0,0
2425,Wolves,Santiago Bueno,URU,DF,26-006,1998,4.9,3,0.61,3,0,0,0,0,0,1,0.2,1,0,0,0,0,0
2425,Wolves,Tommy Doyle,ENG,MF,23-029,2001,3.0,9,3.06,5,2,1,1,0,0,2,0.68,1,0,1,0,0,0
2425,Wolves,Toti Gomes,POR,DF,25-304,1999,8.2,6,0.73,6,0,0,0,0,0,1,0.12,1,0,0,0,0,0
2425,Wolves,Yerson Mosquera,COL,DF,23-197,2001,4.9,5,1.02,5,0,0,0,0,0,0,0.0,0,0,0,0,0,0
