season,team,player,nation,pos,age,born,90s,Total_Cmp,Total_Att,Total_Cmp%,Total_TotDist,Total_PrgDist,Short_Cmp,Short_Att,Short_Cmp%,Medium_Cmp,Medium_Att,Medium_Cmp%,Long_Cmp,Long_Att,Long_Cmp%,Ast,xAG,Expected_xA,Expected_A-xAG,KP,1/3,PPA,CrsPA,PrgP
2425,Liverpool,Ryan Gravenberch,NED,MF,22-183,2002,11.0,587,662,88.7,8813,2440,327,354,92.4,224,247,90.7,21,36,58.3,0,0.4,1.2,-0.4,4,56,10,0,61
2425,Liverpool,Trent Alexander-Arnold,ENG,DF,26-039,1998,9.6,429,614,69.9,8149,3196,198,229,86.5,164,225,72.9,62,141,44.0,1,2.5,3.0,-1.5,19,40,18,5,54
2425,Liverpool,Virgil van Dijk,NED,DF,33-130,1991,11.0,844,924,91.3,15116,6813,371,387,95.9,397,414,95.9,67,100,67.0,1,0.3,0.2,0.7,5,61,2,0,44
2425,Liverpool,Vitezslav Jaros,CZE,GK,23-115,2001,0.1,6,8,75.0,302,273,0,0,,1,1,100.0,5,7,71.4,0,0.0,0.0,0.0,0,2,0,0,0
2425,Liverpool,Wataru Endo,JPN,MF,31-280,1993,0.2,17,18,94.4,237,30,9,9,100.0,7,8,87.5,0,0,,0,0.0,0.0,0.0,1,0,0,0,1
2425,Manchester City,Bernardo Silva,POR,"MF,FW",30-097,1994,9.3,458,530,86.4,6613,1076,263,287,91.6,163,185,88.1,17,27,63.0,3,2.5,1.8,0.5,23,20,11,1,46
2425,Manchester City,Ederson,BRA,GK,31-090,1993,11.0,351,405,86.7,8501,5565,69,69,100.0,203,209,97.1,78,125,62.4,1,0.4,0.0,0.6,1,9,1,0,1
2425,Manchester City,Erling Haaland,NOR,FW,24-117,2000,11.0,71,110,64.5,854,126,48,71,67.6,18,25,72.0,1,2,50.0,0,0.5,0.4,-0.5,5,2,2,0,5
2425,Manchester City,Jack Grealish,ENG,"FW,MF",29-066,1995,3.8,172,202,85.1,2486,366,117,128,91.4,46,53,86.8,8,12,66.7,1,1.0,1.0,0.0,15,3,9,0,17
2425,Manchester City,Jahmai Simpson-Pusey,ENG,DF,19-011,2005,1.0,99,107,92.5,1594,477,44,46,95.7,53,55,96.4,2,6,33.3,0,0.0,0.0,0.0,0,3,0,0,3
2425,Manchester City,James Mcatee,ENG,FW,22-028,2002,0.0,4,4,100.0,45,18,3,3,100.0,1,1,100.0,0,0,,0,0.0,0.0,0.0,0,0,0,0,0
2425,Manchester City,Jeremy Doku,BEL,"FW,MF",22-172,2002,4.5,174,219,79.5,2415,413,116,134,86.6,52,64,81.3,4,5,80.0,1,1.2,1.1,-0.2,9,1,15,1,19
2425,Manchester City,John Stones,ENG,"DF,MF",30-171,1994,2.7,144,166,86.7,2386,509,72,81,88.9,59,67,88.1,10,12,83.3,0,0.0,0.1,0.0,0,17,0,0,10
2425,Manchester City,Joško Gvardiol,CRO,DF,22-297,2002,10.5,774,834,92.8,12058,2978,402,424,94.8,333,349,95.4,26,34,76.5,0,0.9,1.2,-0.9,10,80,9,0,107
2425,Manchester City,Kevin De Bruyne,BEL,MF,33-140,1991,4.1,273,343,79.6,4658,1442,151,171,88.3,90,116,77.6,30,40,75.0,1,1.7,2.2,-0.7,16,29,19,3,52
2425,Manchester City,Kyle Walker,ENG,DF,34-171,1990,5.2,379,430,88.1,6123,1900,196,207,94.7,152,167,91.0,24,41,58.5,0,0.4,1.0,-0.4,6,27,6,4,34
2425,Manchester City,Manuel Akanji,SUI,DF,29-119,1995,8.7,698,740,94.3,11219,2677,346,361,95.8,314,327,96.0,30,40,75.0,0,0.3,0.8,-0.3,6,76,10,2,67
2425,Manchester City,Mateo Kovačić,CRO,MF,30-193,1994,9.8,723,773,93.5,10880,2763,393,412,95.4,295,310,95.2,23,31,74.2,0,1.5,1.3,-1.5,14,71,13,0,59
2425,Manchester City,Matheus Nunes,POR,"MF,FW",26-080,1998,3.3,142,174,81.6,2162,404,84,96,87.5,47,57,82.5,9,14,64.3,2,1.5,1.2,0.5,9,3,13,3,18
2425,Manchester City,Nathan Aké,NED,DF,29-271,1995,0.8,80,83,96.4,1226,403,46,47,97.9,29,29,100.0,5,6,83.3,0,0.0,0.0,0.0,0,3,0,0,5
2425,Manchester City,Phil Foden,ENG,MF,24-171,2000,5.1,248,297,83.5,3738,980,157,175,89.7,65,72,90.3,20,35,57.1,1,2.2,2.8,-1.2,16,12,12,2,28
2425,Manchester City,Rico Lewis,ENG,"DF,MF",19-360,2004,8.6,427,468,91.2,5972,984,265,285,93.0,141,150,94.0,13,16,81.3,2,0.3,0.5,1.7,5,36,7,0,44
2425,Manchester City,Rodri,ESP,MF,28-146,1996,0.7,57,61,93.4,1056,250,25,26,96.2,24,27,88.9,7,7,100.0,0,0.0,0.1,0.0,1,3,1,0,4
2425,Manchester City,Rúben Dias,POR,DF,27-185,1997,8.1,739,788,93.8,12335,3827,326,339,96.2,358,376,95.2,40,52,76.9,0,0.1,0.7,-0.1,4,78,5,0,57
2425,Manchester City,Sávio,BRA,"FW,MF",20-219,2004,5.8,257,328,78.4,3539,698,174,194,89.7,66,89,74.2,9,22,40.9,2,3.1,2.7,-1.1,18,4,26,6,25
2425,Manchester City,İlkay Gündoğan,GER,MF,34-022,1990,7.0,391,453,86.3,5711,906,244,261,93.5,112,124,90.3,25,47,53.2,1,1.1,1.2,-0.1,15,20,10,1,39
2425,Manchester Utd,Alejandro Garnacho,ARG,FW,20-137,2004,7.9,190,247,76.9,2938,391,117,134,87.3,52,63,82.5,15,26,57.7,1,1.1,0.5,-0.1,10,6,5,1,13
2425,Manchester Utd,Amad Diallo,CIV,FW,22-127,2002,5.4,208,256,81.3,2929,615,123,142,86.6,60,69,87.0,14,22,63.6,2,1.2,1.0,0.8,14,6,15,1,24
2425,Manchester Utd,André Onana,CMR,GK,28-227,1996,11.0,357,466,76.6,8274,5719,104,105,99.0,178,179,99.4,73,178,41.0,0,0.2,0.2,-0.2,1,10,0,0,0
2425,Manchester Utd,Antony,BRA,FW,24-265,2000,0.3,5,9,55.6,56,0,5,7,71.4,0,1,0.0,0,0,,0,0.1,0.1,-0.1,1,0,0,0,0
2425,Manchester Utd,Bruno Fernandes,POR,"MF,FW",30-068,1994,10.3,450,602,74.8,7310,2539,237,274,86.5,154,196,78.6,42,89,47.2,3,3.0,2.0,0.0,22,56,16,4,84
2425,Manchester Utd,Casemiro,BRA,MF,32-266,1992,6.9,346,431,80.3,5852,1859,157,182,86.3,149,172,86.6,28,42,66.7,0,1.9,1.3,-1.9,13,38,10,3,39
2425,Manchester Utd,Christian Eriksen,DEN,MF,32-275,1992,4.9,253,303,83.5,4551,1451,132,138,95.7,88,105,83.8,29,53,54.7,0,1.7,1.1,-1.7,14,27,1,0,26
2425,Manchester Utd,Diogo Dalot,POR,DF,25-242,1999,10.6,508,603,84.2,8865,2947,227,255,89.0,224,251,89.2,47,74,63.5,1,1.1,1.1,-0.1,9,28,7,1,43
2425,Manchester Utd,Harry Maguire,ENG,DF,31-255,1993,2.7,153,177,86.4,2500,835,65,69,94.2,78,88,88.6,5,13,38.5,0,0.0,0.0,0.0,1,9,1,0,11
2425,Manchester Utd,Jonny Evans,NIR,DF,36-317,1988,2.6,127,144,88.2,1994,608,58,61,95.1,61,68,89.7,3,8,37.5,0,0.0,0.0,0.0,0,7,1,0,8
2425,Manchester Utd,Joshua Zirkzee,NED,FW,23-177,2001,4.8,94,127,74.0,1183,334,64,79,81.0,21,27,77.8,3,6,50.0,1,0.6,0.4,0.4,6,10,2,0,15
2425,Manchester Utd,Kobbie Mainoo,ENG,MF,19-210,2005,6.3,255,289,88.2,3476,1047,161,174,92.5,65,75,86.7,13,14,92.9,0,0.7,0.5,-0.7,3,28,4,0,24
2425,Manchester Utd,Lisandro Martínez,ARG,DF,26-302,1998,9.8,606,681,89.0,10224,3749,263,279,94.3,316,341,92.7,24,52,46.2,0,0.1,0.3,-0.1,3,42,3,0,58
2425,Manchester Utd,Manuel Ugarte Ribeiro,URU,MF,23-218,2001,3.1,120,134,89.6,1981,463,56,64,87.5,58,61,95.1,6,9,66.7,0,0.2,0.0,-0.2,1,13,0,0,10
2425,Manchester Utd,Marcus Rashford,ENG,FW,27-015,1997,8.4,205,279,73.5,2885,769,137,162,84.6,49,76,64.5,11,21,52.4,1,1.9,1.2,-0.9,11,12,14,7,18
2425,Manchester Utd,Mason Mount,ENG,"MF,FW",25-310,1999,1.6,32,44,72.7,408,109,20,24,83.3,10,14,71.4,0,3,0.0,0,0.1,0.0,-0.1,4,3,0,0,4
2425,Manchester Utd,Matthijs de Ligt,NED,DF,25-095,1999,8.5,424,464,91.4,7258,1785,163,175,93.1,242,249,97.2,15,33,45.5,0,0.1,0.0,-0.1,2,21,0,0,15
2425,Manchester Utd,Noussair Mazraoui,MAR,DF,27-001,1997,9.1,431,507,85.0,6455,2367,244,276,88.4,164,183,89.6,15,26,57.7,1,0.2,0.9,0.8,4,38,4,2,44
2425,Manchester Utd,Rasmus Højlund,DEN,FW,21-285,2003,4.6,60,74,81.1,607,121,42,50,84.0,5,8,62.5,3,3,100.0,0,0.3,0.1,-0.3,4,5,0,0,4
2425,Manchester Utd,Scott McTominay,SCO,MF,27-343,1996,0.2,10,10,100.0,186,99,5,5,100.0,3,3,100.0,2,2,100.0,0,0.0,0.0,0.0,0,2,0,0,1
2425,Manchester Utd,Toby Collyer,ENG,MF,20-317,2004,0.5,15,19,78.9,235,37,8,8,100.0,4,5,80.0,2,3,66.7,0,0.1,0.0,-0.1,1,1,0,0,2
2425,Manchester Utd,Victor Lindelöf,SWE,"DF,MF",30-121,1994,0.7,33,36,91.7,504,171,15,18,83.3,16,16,100.0,1,1,100.0,0,0.0,0.0,0.0,1,4,2,1,5
2425,Newcastle Utd,Alexander Isak,SWE,FW,25-055,1999,8.5,119,161,73.9,1709,314,71,87,81.6,37,45,82.2,5,8,62.5,2,1.3,0.9,0.7,10,10,1,0,14
2425,Newcastle Utd,Anthony Gordon,ENG,FW,23-265,2001,9.4,230,320,71.9,3333,1015,137,161,85.1,74,99,74.7,12,34,35.3,1,2.1,2.2,-1.1,23,15,18,9,19
2425,Newcastle Utd,Bruno Guimarães,BRA,MF,26-365,1997,10.9,450,549,82.0,7661,2632,221,254,87.0,176,196,89.8,44,74,59.5,1,0.8,1.0,0.2,7,57,17,2,71
2425,Newcastle Utd,Dan Burn,ENG,DF,32-190,1992,11.0,539,601,89.7,9476,3603,194,216,89.8,314,327,96.0,26,44,59.1,0,0.2,0.2,-0.2,2,4,4,0,14
2425,Newcastle Utd,Emil Krafth,SWE,DF,30-105,1994,2.7,59,74,79.7,1018,485,26,33,78.8,29,33,87.9,4,6,66.7,0,0.1,0.0,-0.1,1,3,0,0,1
2425,Newcastle Utd,Fabian Schär,SUI,DF,32-331,1991,8.3,423,512,82.6,8508,3587,155,176,88.1,220,233,94.4,47,96,49.0,0,0.2,0.6,-0.2,1,47,4,0,36
2425,Newcastle Utd,Harvey Barnes,ENG,FW,26-342,1997,5.5,130,163,79.8,1834,643,85,97,87.6,39,52,75.0,4,7,57.1,1,2.0,1.5,-1.0,9,5,16,4,26
2425,Newcastle Utd,Jacob Murphy,ENG,FW,29-265,1995,5.5,152,211,72.0,2469,777,87,107,81.3,56,68,82.4,9,24,37.5,2,1.4,1.2,0.6,7,17,8,1,27
2425,Newcastle Utd,Joe Willock,ENG,"MF,FW",25-087,1999,3.7,98,122,80.3,1432,370,60,65,92.3,33,42,78.6,4,9,44.4,1,1.1,0.5,-0.1,11,11,2,0,18
2425,Newcastle Utd,Joelinton,BRA,"MF,FW",28-093,1996,10.3,346,418,82.8,4965,1270,218,248,87.9,110,125,88.0,14,26,53.8,0,0.7,0.9,-0.7,11,37,4,0,46
2425,Newcastle Utd,Kieran Trippier,ENG,DF,34-057,1990,3.1,198,246,80.5,3513,1206,96,103,93.2,82,99,82.8,19,38,50.0,0,0.2,0.2,-0.2,3,15,2,0,19
2425,Newcastle Utd,Lewis Hall,ENG,DF,20-068,2004,8.7,501,620,80.8,8623,3731,237,269,88.1,222,262,84.7,36,72,50.0,1,1.8,1.4,-0.8,13,50,7,1,52
2425,Newcastle Utd,Lloyd Kelly,ENG,DF,26-040,1998,2.3,78,98,79.6,1421,513,33,35,94.3,38,44,86.4,6,15,40.0,1,0.5,0.1,0.5,1,5,1,1,6
2425,Newcastle Utd,Miguel Almirón,PAR,FW,30-279,1994,1.2,30,39,76.9,419,144,23,24,95.8,6,9,66.7,1,3,33.3,0,0.2,0.2,-0.2,1,3,1,0,5
2425,Newcastle Utd,Nick Pope,ENG,GK,32-210,1992,11.0,222,327,67.9,5561,3463,55,55,100.0,107,109,98.2,58,160,36.3,0,0.0,0.0,0.0,0,1,0,0,0
2425,Newcastle Utd,Sandro Tonali,ITA,MF,24-191,2000,4.6,122,161,75.8,1806,575,76,88,86.4,39,50,78.0,7,16,43.8,1,0.3,0.2,0.7,4,15,2,0,15
2425,Newcastle Utd,Sean Longstaff,ENG,MF,27-016,1997,5.7,175,208,84.1,2607,622,98,114,86.0,63,68,92.6,11,14,78.6,0,0.1,0.2,-0.1,2,14,1,0,28
2425,Newcastle Utd,Valentino Livramento,ENG,DF,22-003,2002,7.9,290,365,79.5,4265,1370,168,195,86.2,114,134,85.1,7,22,31.8,0,0.2,0.1,-0.2,5,16,4,0,27
2425,Newcastle Utd,William Osula,DEN,"FW,MF",21-103,2003,0.1,1,2,50.0,5,0,0,0,,0,1,0.0,0,0,,0,0.0,0.0,0.0,0,0,0,0,0
2425,Nott'ham Forest,Anthony Elanga,SWE,FW,22-202,2002,7.2,133,215,61.9,2022,725,76,94,80.9,33,55,60.0,15,42,35.7,2,1.1,1.3,0.9,14,7,5,0,15
2425,Nott'ham Forest,Callum Hudson-Odoi,ENG,FW,24-008,2000,8.7,253,307,82.4,3703,779,156,170,91.8,70,85,82.4,17,32,53.1,0,1.0,1.1,-1.0,18,8,10,2,24
2425,Nott'ham Forest,Chris Wood,NZL,FW,32-344,1991,9.9,103,156,66.0,1413,326,64,85,75.3,24,38,63.2,7,11,63.6,0,1.0,0.2,-1.0,6,6,3,1,10
2425,Nott'ham Forest,Danilo,BRA,MF,23-200,2001,0.2,3,3,100.0,85,6,0,0,,2,2,100.0,1,1,100.0,0,0.0,0.0,0.0,0,0,0,0,0
2425,Nott'ham Forest,Elliot Anderson,ENG,"MF,FW",22-009,2002,7.0,251,316,79.4,4183,1333,129,142,90.8,99,122,81.1,19,36,52.8,3,1.6,1.1,1.4,14,24,3,1,31
2425,Nott'ham Forest,Eric da Silva Moreira,GER,DF,18-196,2006,0.0,0,0,,0,0,0,0,,0,0,,0,0,,0,0.0,0.0,0.0,0,0,0,0,0
2425,Nott'ham Forest,Harry Toffolo,ENG,DF,29-088,1995,0.4,22,30,73.3,299,163,16,18,88.9,6,8,75.0,0,2,0.0,0,0.0,0.0,0.0,0,1,0,0,1
2425,Nott'ham Forest,Ibrahim Sangaré,CIV,MF,26-349,1997,2.4,86,113,76.1,1305,411,48,56,85.7,32,41,78.0,5,9,55.6,0,0.0,0.1,0.0,1,5,1,0,8
2425,Nott'ham Forest,James Ward-Prowse,ENG,MF,30-014,1994,3.2,114,145,78.6,1798,582,65,70,92.9,41,47,87.2,6,19,31.6,0,0.0,0.2,0.0,1,14,2,0,12
2425,Nott'ham Forest,Jota Silva,POR,"FW,MF",25-106,1999,2.4,30,53,56.6,477,189,14,21,66.7,12,18,66.7,2,5,40.0,1,0.7,0.4,0.3,4,1,3,2,7
2425,Nott'ham Forest,Matz Sels,BEL,GK,32-263,1992,11.0,160,306,52.3,5856,5014,26,26,100.0,51,52,98.1,83,224,37.1,0,0.0,0.1,0.0,0,15,1,0,1
2425,Nott'ham Forest,Morato,BRA,DF,23-138,2001,0.8,10,20,50.0,183,91,6,6,100.0,3,5,60.0,1,4,25.0,0,0.0,0.0,0.0,0,1,0,0,1
2425,Nott'ham Forest,Morgan Gibbs-White,ENG,MF,24-293,2000,7.0,205,272,75.4,2976,897,121,144,84.0,59,76,77.6,16,28,57.1,0,1.0,1.0,-1.0,13,34,6,0,35
2425,Nott'ham Forest,Murillo,BRA,DF,22-134,2002,11.0,357,450,79.3,6566,2837,158,173,91.3,153,178,86.0,37,81,45.7,0,0.8,0.5,-0.8,7,33,4,0,34
2425,Nott'ham Forest,Neco Williams,WAL,DF,23-216,2001,4.2,105,149,70.5,1717,660,55,63,87.3,38,51,74.5,9,18,50.0,0,0.3,0.2,-0.3,4,5,6,2,7
2425,Nott'ham Forest,Nicolás Domínguez,ARG,"MF,FW",26-140,1998,5.8,241,286,84.3,3358,1053,145,163,89.0,73,85,85.9,8,14,57.1,0,0.0,0.3,0.0,2,23,2,0,24
2425,Nott'ham Forest,Nikola Milenković,SRB,DF,27-034,1997,10.0,264,310,85.2,5158,2065,96,105,91.4,128,147,87.1,37,47,78.7,1,0.2,0.2,0.8,4,17,0,0,16
2425,Nott'ham Forest,Ola Aina,NGA,DF,28-038,1996,10.6,372,497,74.8,5734,2525,212,240,88.3,130,177,73.4,21,54,38.9,0,0.4,0.8,-0.4,5,36,8,5,47
2425,Nott'ham Forest,Ramón Sosa,PAR,"MF,FW",25-076,1999,1.1,33,49,67.3,489,137,16,21,76.2,12,18,66.7,2,4,50.0,0,0.3,0.2,-0.3,4,2,2,0,4
2425,Nott'ham Forest,Ryan Yates,ENG,MF,26-360,1997,9.0,300,358,83.8,4324,909,162,180,90.0,105,117,89.7,14,24,58.3,0,0.7,0.3,-0.7,11,21,3,0,23
2425,Nott'ham Forest,Taiwo Awoniyi,NGA,FW,27-095,1997,1.2,20,28,71.4,218,21,15,19,78.9,4,7,57.1,0,1,0.0,0,0.0,0.1,0.0,0,0,0,0,1
2425,Nott'ham Forest,Willy Boly,CIV,DF,33-286,1991,1.0,43,54,79.6,833,371,13,14,92.9,25,27,92.6,4,12,33.3,0,0.0,0.0,0.0,0,2,0,0,2
2425,Nott'ham Forest,Álex Moreno,ESP,DF,31-160,1993,6.8,199,281,70.8,2942,1113,120,142,84.5,62,94,66.0,9,27,33.3,1,1.0,0.8,0.0,4,18,6,1,26
2425,Southampton,Aaron Ramsdale,ENG,GK,26-185,1998,9.0,316,415,76.1,7059,5093,107,107,100.0,139,148,93.9,64,154,41.6,0,0.0,0.0,0.0,0,10,1,0,0
2425,Southampton,Adam Armstrong,ENG,"FW,MF",27-279,1997,5.1,107,131,81.7,1554,216,64,70,91.4,34,41,82.9,5,7,71.4,0,0.2,0.3,-0.2,3,3,5,1,9
2425,Southampton,Adam Lallana,ENG,MF,36-189,1988,3.1,180,204,88.2,2386,790,122,132,92.4,49,52,94.2,3,7,42.9,2,0.9,0.4,1.1,3,18,7,1,21
2425,Southampton,Alex McCarthy,ENG,GK,34-348,1989,2.0,46,53,86.8,923,609,18,20,90.0,19,20,95.0,8,12,66.7,0,0.0,0.0,0.0,0,1,0,0,0
2425,Southampton,Ben Brereton,CHI,FW,25-211,1999,4.5,119,152,78.3,1716,354,76,85,89.4,34,51,66.7,7,11,63.6,0,0.1,0.1,-0.1,3,8,1,1,8
2425,Southampton,Cameron Archer,ENG,FW,23-117,2001,6.6,68,82,82.9,908,91,45,52,86.5,19,23,82.6,2,2,100.0,0,0.2,0.1,-0.2,1,2,2,0,4
2425,Southampton,Carlos Alcaraz,ARG,MF,21-351,2002,0.1,13,13,100.0,221,66,7,7,100.0,4,4,100.0,2,2,100.0,0,0.1,0.0,-0.1,1,4,1,1,6
2425,Southampton,Charlie Taylor,ENG,DF,31-058,1993,2.3,124,147,84.4,2148,455,47,51,92.2,66,75,88.0,9,14,64.3,0,0.1,0.1,-0.1,1,6,2,1,6
2425,Southampton,Flynn Downes,ENG,MF,25-300,1999,10.0,518,562,92.2,7546,1506,306,325,94.2,178,188,94.7,17,26,65.4,0,0.9,1.1,-0.9,12,32,9,0,40
2425,Southampton,Jack Stephens,ENG,DF,30-293,1994,6.4,470,500,94.0,8030,2391,191,204,93.6,257,268,95.9,16,19,84.2,0,0.1,0.2,-0.1,2,39,5,0,41
2425,Southampton,James Bree,ENG,DF,27-035,1997,0.2,8,10,80.0,153,57,4,4,100.0,3,4,75.0,1,2,50.0,0,0.0,0.0,0.0,1,0,0,0,1
2425,Southampton,Jan Bednarek,POL,DF,28-217,1996,10.9,888,948,93.7,14931,5494,389,407,95.6,439,462,95.0,53,66,80.3,0,0.4,0.7,-0.4,3,47,0,0,31
2425,Southampton,Joe Aribo,NGA,MF,28-117,1996,6.7,259,298,86.9,3601,696,159,178,89.3,88,98,89.8,6,8,75.0,0,0.7,0.6,-0.7,3,12,2,0,25
2425,Southampton,Kamaldeen Sulemana,GHA,"FW,MF",22-274,2002,0.2,1,1,100.0,21,0,0,0,,1,1,100.0,0,0,,0,0.0,0.0,0.0,0,0,0,0,0
2425,Southampton,Kyle Walker-Peters,ENG,DF,27-216,1997,8.9,533,587,90.8,8148,2310,287,306,93.8,218,239,91.2,19,23,82.6,1,0.9,0.5,0.1,7,47,7,1,41
2425,Southampton,Lesley Ugochukwu,FRA,MF,20-234,2004,1.9,62,75,82.7,887,139,34,35,97.1,24,28,85.7,1,3,33.3,0,0.2,0.1,-0.2,2,4,1,0,3
2425,Southampton,Mateus Fernandes,POR,MF,20-128,2004,7.9,281,347,81.0,4305,919,149,173,86.1,98,118,83.1,18,31,58.1,1,1.0,0.6,0.0,8,24,5,0,42
2425,Southampton,Maxwel Cornet,CIV,FW,28-049,1996,0.8,17,22,77.3,262,37,9,10,90.0,6,8,75.0,1,2,50.0,0,0.0,0.0,0.0,0,0,0,0,0
2425,Southampton,Paul Onuachu,NGA,FW,30-171,1994,0.7,13,24,54.2,153,52,8,17,47.1,4,4,100.0,0,1,0.0,0,0.0,0.0,0.0,1,1,0,0,2
2425,Southampton,Ross Stewart,SCO,"FW,MF",28-127,1996,1.5,36,45,80.0,527,59,16,19,84.2,17,19,89.5,0,1,0.0,0,0.0,0.0,0.0,0,1,1,0,1
2425,Southampton,Ryan Fraser,SCO,FW,30-265,1994,1.6,27,37,73.0,421,52,14,16,87.5,10,14,71.4,2,5,40.0,0,0.1,0.1,-0.1,1,0,0,0,1
2425,Southampton,Ryan Manning,IRL,"DF,FW",28-154,1996,3.7,100,127,78.7,1699,455,45,49,91.8,42,50,84.0,9,19,47.4,0,0.5,0.6,-0.5,7,1,2,2,1
2425,Southampton,Samuel Amo-Ameyaw,ENG,DF,18-120,2006,0.1,5,5,100.0,68,13,4,4,100.0,1,1,100.0,0,0,,0,0.1,0.1,-0.1,1,0,1,1,0
2425,Southampton,Samuel Edozie,ENG,"DF,FW",21-292,2003,0.7,25,33,75.8,316,67,19,21,90.5,6,7,85.7,0,3,0.0,0,0.1,0.2,-0.1,1,0,3,0,4
2425,Southampton,Taylor Harwood-Bellis,ENG,DF,22-290,2002,9.6,686,770,89.1,12024,3796,272,292,93.2,366,396,92.4,41,67,61.2,0,0.4,0.1,-0.4,6,59,2,0,34
2425,Southampton,Tyler Dibling,ENG,"FW,MF",18-248,2006,6.3,156,196,79.6,2525,586,78,88,88.6,67,80,83.8,9,18,50.0,0,0.8,0.6,-0.8,8,10,10,0,24
2425,Southampton,William Smallbone,IRL,MF,24-268,2000,2.7,91,127,71.7,1300,187,50,58,86.2,35,45,77.8,2,14,14.3,0,0.3,0.5,-0.3,3,3,1,1,8
2425,Southampton,Yukinari Sugawara,JPN,DF,24-140,2000,7.4,364,450,80.9,5783,1748,187,207,90.3,146,173,84.4,23,45,51.1,1,1.5,1.2,-0.5,10,29,9,2,35
2425,Tottenham,Archie Gray,ENG,"MF,DF",18-248,2006,0.5,49,56,87.5,628,169,35,38,92.1,12,14,85.7,1,1,100.0,0,0.0,0.0,0.0,0,1,0,0,3
2425,Tottenham,Ben Davies,WAL,DF,31-205,1993,0.3,13,13,100.0,240,122,4,4,100.0,8,8,100.0,1,1,100.0,0,0.0,0.0,0.0,0,0,0,0,0
2425,Tottenham,Brennan Johnson,WAL,FW,23-176,2001,9.6,174,248,70.2,2208,616,109,138,79.0,53,71,74.6,4,9,44.4,0,0.7,0.7,-0.7,9,9,17,3,28
2425,Tottenham,Cristian Romero,ARG,DF,26-202,1998,10.7,790,876,90.2,14768,5793,273,296,92.2,450,475,94.7,57,85,67.1,0,0.5,0.7,-0.5,6,85,7,1,48
2425,Tottenham,Dejan Kulusevski,SWE,"MF,FW",24-204,2000,9.5,240,337,71.2,3329,1145,154,180,85.6,60,83,72.3,13,36,36.1,2,2.8,1.9,-0.8,30,26,23,1,52
2425,Tottenham,Destiny Udogie,ITA,DF,21-353,2002,10.2,487,558,87.3,6946,1941,274,299,91.6,184,203,90.6,11,14,78.6,1,1.2,0.9,-0.2,11,40,4,1,64
2425,Tottenham,Djed Spence,ENG,DF,24-098,2000,0.7,33,37,89.2,466,85,19,20,95.0,13,15,86.7,1,2,50.0,0,0.0,0.0,0.0,0,4,1,1,4
2425,Tottenham,Dominic Solanke,ENG,FW,27-062,1997,8.9,107,151,70.9,1493,420,68,90,75.6,25,35,71.4,7,12,58.3,1,0.8,0.6,0.2,4,11,5,0,21
2425,Tottenham,Guglielmo Vicario,ITA,GK,28-039,1996,11.0,370,402,92.0,6841,4078,132,133,99.2,199,203,98.0,35,61,57.4,0,0.0,0.0,0.0,0,1,0,0,1
2425,Tottenham,James Maddison,ENG,MF,27-358,1996,7.6,401,500,80.2,6583,1961,196,218,89.9,163,190,85.8,31,71,43.7,3,1.9,3.6,1.1,19,45,18,4,70
2425,Tottenham,Lucas Bergvall,SWE,"MF,FW",18-287,2006,0.6,50,59,84.7,753,219,30,33,90.9,13,16,81.3,5,6,83.3,0,0.2,0.3,-0.2,1,4,0,0,4
2425,Tottenham,Micky van de Ven,NED,DF,23-210,2001,7.9,560,607,92.3,10446,3007,171,185,92.4,350,362,96.7,34,47,72.3,2,1.2,0.7,0.8,2,40,1,0,42
2425,Tottenham,Mikey Moore,ENG,FW,17-096,2007,0.9,15,22,68.2,164,46,7,7,100.0,4,7,57.1,0,2,0.0,0,0.0,0.0,0.0,0,0,2,0,3
2425,Tottenham,Pape Matar Sarr,SEN,MF,22-062,2002,4.9,284,328,86.6,4632,1020,142,159,89.3,120,131,91.6,18,23,78.3,2,1.2,0.3,0.8,5,41,3,1,37
2425,Tottenham,Pedro Porro,ESP,DF,25-063,1999,11.0,540,734,73.6,9332,3501,286,325,88.0,188,242,77.7,55,124,44.4,1,1.3,1.4,-0.3,20,47,24,11,66
2425,Tottenham,Radu Drăgușin,ROU,DF,22-286,2002,3.1,174,199,87.4,3175,1121,62,71,87.3,102,108,94.4,8,15,53.3,0,0.0,0.0,0.0,0,13,0,0,13
2425,Tottenham,Richarlison,BRA,FW,27-189,1997,1.0,23,34,67.6,300,69,13,14,92.9,7,13,53.8,1,2,50.0,1,0.8,0.5,0.2,2,4,0,0,5
2425,Tottenham,Rodrigo Bentancur,URU,MF,27-143,1997,5.9,356,391,91.0,5743,1424,168,181,92.8,162,170,95.3,16,22,72.7,0,0.1,0.2,-0.1,2,41,3,0,40
2425,Tottenham,Son Heung-min,KOR,FW,32-130,1992,7.4,264,320,82.5,3912,921,151,167,90.4,82,93,88.2,17,24,70.8,3,3.1,2.2,-0.1,19,15,24,4,48
2425,Tottenham,Timo Werner,GER,"FW,MF",28-254,1996,3.0,88,135,65.2,1353,311,45,55,81.8,31,46,67.4,6,14,42.9,1,0.2,0.2,0.8,2,1,9,1,17
2425,Tottenham,Wilson Odobert,FRA,FW,19-353,2004,1.8,59,78,75.6,728,105,42,46,91.3,14,20,70.0,0,1,0.0,0,0.1,0.1,-0.1,3,3,3,0,10
